Item_No,Description,Location Code,Stock_Qty,Status
PK-L-14271,Deep 20A 2 way Swt Label,LF-HAR-E57,431,"< 50,000"
PK-L-14276,No Description,LF-HAR-E57,50,"< 50,000"
PK-L-14281,No Description,LF-HAR-E57,50,"< 50,000"
PK-L-14401,No Description,LF-HAR-E57,50,"< 50,000"
PK-L-14516,No Description,LF-HAR-E57,30,"< 50,000"
PK-L-14525,No Description,LF-HAR-E57,20,"< 50,000"
PK-L-14601,Label - Platinum 1M Plate,LF-HAR-E57,200,"< 50,000"
PK-L-14632,No Description,LF-HAR-E57,100,"< 50,000"
PK-L-14801,Label - Option 1m Plate,LF-HAR-E57,50,"< 50,000"
PK-L-14908,Hi Glass 8H Label,LF-VAS-006,1,"< 50,000"
PK-L-14909,Hi Glass 8Sq Label,LF-VAS-006,2,"< 50,000"
PK-L-14918,Hi Glass 18M Label,LF-VAS-006,0,"< 50,000"
PK-L-18001,Label  -  Estella 1way Switch 6A,LF-VAS-006,886,"< 50,000"
PK-L-18001,No Description,LF-VAS-006,0,"< 50,000"
PK-L-18006,No Description,LF-VAS-006,0,"< 50,000"
PK-L-18016,Label  -  Estella 16A Swt with Ind,LF-VAS-006,7200,"< 50,000"
PK-L-18061,No Description,LF-VAS-006,0,"< 50,000"
PK-L-18066,Label  -  Estella 16A Soc,LF-VAS-006,31,"< 50,000"
PK-L-18071,Label  - Estella 3 pin soc 6A With Shutter,LF-VAS-006,343,"< 50,000"
PK-L-18071,No Description,LF-VAS-006,0,"< 50,000"
PK-L-18076,No Description,LF-VAS-006,5974,"< 50,000"
PK-L-18091,Label  -  Estella Blue Led Indicator,LF-VAS-006,13,"< 50,000"
PK-L-18096,Label  -  Estella Blank Plate,LF-VAS-006,971,"< 50,000"
PK-L-18096,No Description,LF-VAS-006,6300,"< 50,000"
PK-L-18126,No Description,LF-VAS-006,1000,"< 50,000"
PK-L-18416,Label  -  Estella MCB SP 16A,LF-VAS-006,874,"< 50,000"
PK-L-18532,Label  -  Estella MCB 32A Dp,LF-VAS-006,26,"< 50,000"
PK-L-18609,Label - Estella 8sqM Colour Plate,LF-VAS-006,700,"< 50,000"
PK-L-1896,Label  -  Mega Industrial Tester,LF-PAL-A03,120,"< 50,000"
PK-L-1896,No Description,LF-PAL-A03,200,"< 50,000"
PK-L-19006,Label  -  Estella 2way Switch 6A,LF-VAS-006,998,"< 50,000"
PK-L-19011,No Description,LF-VAS-006,645,"< 50,000"
PK-L-19016,Label  -  Estella 1way Switch 16A with ind,LF-VAS-006,508,"< 50,000"
PK-L-19016,No Description,LF-VAS-006,6300,"< 50,000"
PK-L-19036,No Description,LF-VAS-006,0,"< 50,000"
PK-L-1906,Label  -  Great Tester,LF-PAL-A03,408,"< 50,000"
PK-L-1906,No Description,LF-PAL-A03,200,"< 50,000"
PK-L-19061,No Description,LF-VAS-006,0,"< 50,000"
PK-L-19076,No Description,LF-VAS-006,4200,"< 50,000"
PK-L-19086,Label  -  Estella Medium Step Fan Regulator,LF-VAS-006,242,"< 50,000"
PK-L-19096,Label  -  Estella Blank Plate,LF-VAS-006,2976,"< 50,000"
PK-L-19096,No Description,LF-VAS-006,2000,"< 50,000"
PK-L-1911,Label  -  Porcelain Kk Fuse 16/240V,LF-SIL-017,100,"< 50,000"
PK-L-19121,No Description,LF-VAS-006,1,"< 50,000"
PK-L-19126,No Description,LF-VAS-006,1000,"< 50,000"
PK-L-19151,Label  -  Estella 25A Motor Starter (Grey),LF-VAS-006,50,"< 50,000"
PK-L-1916,Label  -  Porcelain Kk Fuse 32/240V,LF-SIL-017,500,"< 50,000"
PK-L-1916,No Description,LF-SIL-017,137,"< 50,000"
PK-L-1926,Label  -  Porcelain Kk Fuse 32/415V,LF-SIL-017,1000,"< 50,000"
PK-L-1926,No Description,LF-SIL-017,1002,"< 50,000"
PK-L-1936,Label  -  Porcelain Kk Fuse 63/415V,LF-SIL-017,128,"< 50,000"
PK-L-1936,No Description,LF-SIL-017,1000,"< 50,000"
PK-L-19410,Label  -  Estella 10A SP MCB (Grey),LF-VAS-006,733,"< 50,000"
PK-L-19410,No Description,LF-VAS-006,0,"< 50,000"
PK-L-19425,No Description,LF-VAS-006,0,"< 50,000"
PK-L-19432,Label  -  Estella 32A SP MCB (Grey),LF-VAS-006,700,"< 50,000"
PK-L-19501,Label  -  Estella 1M Plate,LF-VAS-006,402,"< 50,000"
PK-L-19501,No Description,LF-VAS-006,1050,"< 50,000"
PK-L-19502,Label  -  Estella 2M Plate,LF-VAS-006,230,"< 50,000"
PK-L-19502,No Description,LF-VAS-006,4200,"< 50,000"
PK-L-19503,Label  -  Estella 3M Plate,LF-VAS-006,2704,"< 50,000"
PK-L-19503,No Description,LF-VAS-006,3150,"< 50,000"
PK-L-19504,Label  -  Estella 4M Plate,LF-VAS-006,644,"< 50,000"
PK-L-19506,Label  -  Estella 6M Plate,LF-VAS-006,1186,"< 50,000"
PK-L-19508,Label  -  Estella 8HM Plate,LF-VAS-006,1977,"< 50,000"
PK-L-19509,Label  -  Estella 8sqM Plate,LF-VAS-006,1006,"< 50,000"
PK-L-19512,Label  -  Estella 12M Plate,LF-VAS-006,2421,"< 50,000"
PK-L-19516,Label  -  Estella 16M Plate,LF-VAS-006,725,"< 50,000"
PK-L-19518,Label  -  Estella 18M Plate,LF-VAS-006,938,"< 50,000"
PK-L-19532,Label  -  Estella 32A DP MCB (Grey),LF-VAS-006,100,"< 50,000"
PK-L-1956,"Label  -  Round Surface Plate 6""",LF-PAL-A03,200,"< 50,000"
PK-L-1956,No Description,LF-PAL-A03,300,"< 50,000"
PK-L-1956,No Description,LF-VAS-006,1200,"< 50,000"
PK-L-19708,Label  -  Marvel 8M Hor.Colour Plate,LF-VAS-006,1591,"< 50,000"
PK-L-19910,Label  -  Posh 10M Plate,LF-VAS-006,120,"< 50,000"
PK-L-2041,Label  -  Sharp Single Light,LF-PAL-A03,440,"< 50,000"
PK-L-2041,No Description,LF-PAL-A03,200,"< 50,000"
PK-L-21006,Label - Teron 2way Switch,LF-HAR-E57,6037,"< 50,000"
PK-L-2101,Label  -  Strip Connector 12W,LF-PAL-A03,40,"< 50,000"
PK-L-2101,No Description,LF-PAL-A03,250,"< 50,000"
PK-L-21011,Label - Teron Bell Push Switch,LF-HAR-E57,2000,"< 50,000"
PK-L-21016,Label  -  Teron 1way Switch 16A,LF-HAR-E57,53,"< 50,000"
PK-L-21016,Label - Teron 1way Switch 16A,LF-HAR-E57,2807,"< 50,000"
PK-L-21021,Label - Teron 16A 2way Switch Base,LF-HAR-E57,2120,"< 50,000"
PK-L-21026,No Description,LF-HAR-E57,300,"< 50,000"
PK-L-21036,Label - Teron 3Pin Socket 6A,LF-HAR-E57,4730,"< 50,000"
PK-L-21041,Label - Teron Universal Socket 6/16A,LF-HAR-E57,4622,"< 50,000"
PK-L-21056,Label - Teron Blank Plate,LF-HAR-E57,4840,"< 50,000"
PK-L-21061,Label - Teron Neon Indicator,LF-HAR-E57,3376,"< 50,000"
PK-L-21066,Label - Teron Mini Dimmer Plate,LF-HAR-E57,515,"< 50,000"
PK-L-21076,Label - Teron Medium Step Fan Regulator,LF-HAR-E57,231,"< 50,000"
PK-L-21081,Label - Teron TV Socket,LF-HAR-E57,1000,"< 50,000"
PK-L-21086,Label - Teron Tel Jack,LF-HAR-E57,1000,"< 50,000"
PK-L-21091,Label - Teron USB Charger,LF-HAR-E57,681,"< 50,000"
PK-L-21096,Label - Teron Night Lamp,LF-HAR-E57,700,"< 50,000"
PK-L-21110,Label - Teron MCB 10A SP,LF-HAR-E57,1840,"< 50,000"
PK-L-21116,Label - Teron MCB 16A SP,LF-HAR-E57,1850,"< 50,000"
PK-L-21125,Label - Teron MCB 25A SP,LF-HAR-E57,1724,"< 50,000"
PK-L-21132,Label - Teron MCB 32A SP,LF-HAR-E57,1950,"< 50,000"
PK-L-21232,Label - Teron MCB 32A DP,LF-HAR-E57,1892,"< 50,000"
PK-L-21501,Label - Broad 1way Switch 6A,LF-HAR-E57,3483,"< 50,000"
PK-L-21506,Label - Broad 2way Switch 6A,LF-HAR-E57,2500,"< 50,000"
PK-L-21511,Label - Broad Bell Push 6A,LF-HAR-E57,1200,"< 50,000"
PK-L-21516,Label - Broad 1way Switch 16A,LF-HAR-E57,2971,"< 50,000"
PK-L-21521,Label - Broad 2way Switch 16A,LF-HAR-E57,2500,"< 50,000"
PK-L-22001,Label  -  Flat 1w Switch 6A (Grey),LF-HAR-E57,21000,"< 50,000"
PK-L-22006,Label  -  Flat 2w Switch 6A (Grey),LF-HAR-E57,4500,"< 50,000"
PK-L-22011,Label - Flat Bell Push 6A (Grey),LF-HAR-E57,1000,"< 50,000"
PK-L-22016,Label  -  Flat 1w Switch 16A (Grey),LF-HAR-E57,5000,"< 50,000"
PK-L-22021,FLAT 2 WAY SWITCH 16A GREY LABEL,LF-HAR-E57,867,"< 50,000"
PK-L-22026,Label  - Flat Dura Bell Push 6A (With Indicator) (Grey),LF-HAR-E57,5522,"< 50,000"
PK-L-22031,FLAT DUAL D.P. SWT WITH IND. GREY LABEL,LF-HAR-E57,900,"< 50,000"
PK-L-22036,Label  -  Status 3pin Socket 6A (Grey),LF-HAR-E57,15887,"< 50,000"
PK-L-22041,Label  -  Status Universal Socket 6/16A (Grey),LF-HAR-E57,5000,"< 50,000"
PK-L-22051,COMBO USB CHARGER SOCKET 2.2A GREY LABEL,LF-HAR-E57,922,"< 50,000"
PK-L-22061,Label  -  Status Neon Indicator (Grey),LF-HAR-E57,4000,"< 50,000"
PK-L-22066,Label  -  Status Blank Plate (Grey),LF-HAR-E57,5000,"< 50,000"
PK-L-22071,Label  -  Status Mini Dimmer (Grey),LF-HAR-E57,2663,"< 50,000"
PK-L-22076,Label  -  Status Mini Step Fan Regulator (Grey),LF-HAR-E57,2976,"< 50,000"
PK-L-22081,Label  -  Status Med Step Fan Regulator (Grey),LF-HAR-E57,1000,"< 50,000"
PK-L-22086,Label - Status Led Foot Lamp (Grey),LF-HAR-E57,800,"< 50,000"
PK-L-22091,Label - Status Led Night Lamp (Grey),LF-HAR-E57,400,"< 50,000"
PK-L-22096,MOTOR STARTER 25A GREY LABEL,LF-HAR-E57,500,"< 50,000"
PK-L-22106,Label - Tiny MCB C - 6A SP (Grey),LF-HAR-E57,2950,"< 50,000"
PK-L-22110,Label - Tiny MCB C - 10A SP (Grey),LF-HAR-E57,622,"< 50,000"
PK-L-22120,Label  -  Tiny MCB C - 20A SP (Grey),LF-HAR-E57,1400,"< 50,000"
PK-L-22171,Label  -  Status Edge Mini Step (Grey),LF-HAR-E57,33,"< 50,000"
PK-L-22176,Label  -  Status Edge Mini Step Fan Regulator (Grey),LF-HAR-E57,197,"< 50,000"
PK-L-22181,Label  -  Status Edge Medium Step (Grey),LF-HAR-E57,883,"< 50,000"
PK-L-22232,Label  -  Status MCB 32A Dp (Grey),LF-HAR-E57,1900,"< 50,000"
PK-L-2286,No Description,LF-PAL-A03,800,"< 50,000"
PK-L-2291,No Description,LF-PAL-A03,300,"< 50,000"
PK-L-2296,Label  -  BC Parallel,LF-PAL-A03,53,"< 50,000"
PK-L-2296,No Description,LF-PAL-A03,300,"< 50,000"
PK-L-2381,Label  -  Gold Surface D.P. 32A,LF-SIL-017,3259,"< 50,000"
PK-L-2386,Label  -  Gold Flush D.P.32A,LF-SIL-017,1415,"< 50,000"
PK-L-2451,"Label  -  Round Surface Plate 4""",LF-PAL-A03,500,"< 50,000"
PK-L-2451,No Description,LF-PAL-A03,700,"< 50,000"
PK-L-2641,Label  -  COLOUR 6X6 ( 4 METERS),LF-PAL-A03,150,"< 50,000"
PK-L-2641,No Description,LF-PAL-A03,200,"< 50,000"
PK-L-2711,Label - Mcb 4x1 Combine With J.Box,LF-HAR-E57,980,"< 50,000"
PK-L-2711,No Description,LF-HAR-E57,2000,"< 50,000"
PK-L-2726,No Description,LF-PAL-A03,600,"< 50,000"
PK-L-2781,No Description,LF-PAL-A03,300,"< 50,000"
PK-L-2796,Label  -  Jumbo 3 Pin 4 Meters,LF-PAL-A03,500,"< 50,000"
PK-L-2821,Label  -  Transy,LF-PAL-A03,700,"< 50,000"
PK-L-2821,No Description,LF-PAL-A03,200,"< 50,000"
PK-L-2836,Label  -  Melody Ding Dong,LF-PAL-A03,300,"< 50,000"
PK-L-2836,No Description,LF-PAL-A03,350,"< 50,000"
PK-L-2856,No Description,LF-PAL-A03,154,"< 50,000"
PK-L-2891,No Description,LF-PAL-A03,500,"< 50,000"
PK-L-2931,No Description,LF-PAL-A03,500,"< 50,000"
PK-L-2961,Label  -  Mini Parrot,LF-PAL-A03,345,"< 50,000"
PK-L-2961,No Description,LF-PAL-A03,500,"< 50,000"
PK-L-2991,Label  -  Arrow 4*1 Power Strip 2mtr,LF-PAL-A03,388,"< 50,000"
PK-L-2991,No Description,LF-PAL-A03,20,"< 50,000"
PK-L-2996,No Description,LF-PAL-A03,10,"< 50,000"
PK-L-3201,Label  -  Gold Mini Step,LF-SIL-017,952,"< 50,000"
PK-L-3236,Label  -  Cont Mantra,LF-PAL-A03,20,"< 50,000"
PK-L-3236,No Description,LF-PAL-A03,200,"< 50,000"
PK-L-3261,Label  -  Trico,LF-PAL-A03,500,"< 50,000"
PK-L-3261,No Description,LF-PAL-A03,600,"< 50,000"
PK-L-4166,Label  -  Multi 2x4,LF-PAL-A03,30,"< 50,000"
PK-L-4336,Label  -  DJ Bell,LF-PAL-A03,280,"< 50,000"
PK-L-4341,Label  -  Flood,LF-PAL-A03,410,"< 50,000"
PK-L-4341,No Description,LF-PAL-A03,1000,"< 50,000"
PK-L-4501,Label  -  Marvel Ding Dong,LF-PAL-A03,48,"< 50,000"
PK-L-4501,No Description,LF-PAL-A03,1000,"< 50,000"
PK-L-6802,Label  -  Gang Box 2M,LF-HAR-E57,3150,"< 50,000"
PK-L-6803,Label  -  Gang Box 3M,LF-HAR-E57,3466,"< 50,000"
PK-L-6804,Label  -  Gang Box 4M,LF-HAR-E57,3501,"< 50,000"
PK-L-6806,Label  -  Gang Box 6M,LF-HAR-E57,5200,"< 50,000"
PK-L-6808,Label  -  Gang Box 8Hz M,LF-HAR-E57,2090,"< 50,000"
PK-L-6809,Label  -  Gang Box 8Sq M,LF-HAR-E57,2090,"< 50,000"
PK-L-6812,Label  -  Gang Box 12 M,LF-HAR-E57,5200,"< 50,000"
PK-L-6818,Label  -  Gang Box 18 M,LF-HAR-E57,1040,"< 50,000"
PK-L-7121,No Description,LF-PAL-A03,300,"< 50,000"
PK-L-9026,No Description,LF-HAR-E57,935,"< 50,000"
PK-L-9031,Wawa Mini Kit Kat Label,LF-HAR-E57,500,"< 50,000"
PK-L-9086,Wawa Slim 6A 1 Way Switch Label,LF-HAR-E57,3000,"< 50,000"
PK-L-9091,Wawa Slim 2 Way Switch Label,LF-SIL-017,290,"< 50,000"
PK-L-9221,No Description,LF-HAR-E57,100,"< 50,000"
PK-L-9256,Status 2way Swt Label,LF-AND-28,1000,"< 50,000"
PK-L-9296,No Description,LF-HAR-E57,3000,"< 50,000"
PK-L-9326,Label  -  Status Indicator,LF-HAR-E57,527,"< 50,000"
PK-L-9326,No Description,LF-HAR-E57,10300,"< 50,000"
PK-L-9331,No Description,LF-HAR-E57,5300,"< 50,000"
PK-L-9336,Label - Status TV Soc,LF-HAR-E57,670,"< 50,000"
PK-L-9341,Label - Status Tel Jack,LF-HAR-E57,1000,"< 50,000"
PK-L-9351,Label - Status Rj - 45 With Shutter,LF-HAR-E57,927,"< 50,000"
PK-L-9356,No Description,LF-HAR-E57,10500,"< 50,000"
PK-L-9361,STATUS CORD OUTLET WITH GRIP LABEL,LF-HAR-E57,1000,"< 50,000"
PK-L-9366,No Description,LF-HAR-E57,8000,"< 50,000"
PK-L-9366,Status Mini Dim Label,LF-AND-28,6000,"< 50,000"
PK-L-9381,Label  -  Status 5 Step,LF-AND-28,1800,"< 50,000"
PK-L-9381,Label  -  Status 5 Step,LF-HAR-E57,2311,"< 50,000"
PK-L-9381,No Description,LF-HAR-E57,10300,"< 50,000"
PK-L-9386,Label  -  Status 16A Swt,LF-AND-28,3500,"< 50,000"
PK-L-9391,No Description,LF-HAR-E57,2000,"< 50,000"
PK-L-9391,STATUS 16A 2WAY SWITCH LABEL,LF-HAR-E57,190,"< 50,000"
PK-L-9396,Label - Status 1Way Switch 16A With Ind.,LF-HAR-E57,962,"< 50,000"
PK-L-9406,No Description,LF-HAR-E57,2000,"< 50,000"
PK-L-9416,No Description,LF-HAR-E57,6000,"< 50,000"
PK-L-9416,Status 16A Socket Label,LF-HAR-E57,455,"< 50,000"
PK-L-9426,Label  -  Status 32DP,LF-AND-28,1000,"< 50,000"
PK-L-9426,Label  -  Status 32DP,LF-HAR-E57,2773,"< 50,000"
PK-L-9426,No Description,LF-HAR-E57,2000,"< 50,000"
PK-L-9451,No Description,LF-VAS-006,3100,"< 50,000"
PK-L-9456,Label  -  Status Key Tag 32DP Swt,LF-AND-28,1700,"< 50,000"
PK-L-9456,STATUS HOTEL KEY TAG WITH 32A D.P. LABEL,LF-HAR-E57,470,"< 50,000"
PK-L-9461,Label  -  Status Only Key Tag,LF-AND-28,900,"< 50,000"
PK-L-9461,No Description,LF-HAR-E57,1000,"< 50,000"
PK-L-9461,STATUS ONLY KEY TAG LABEL,LF-HAR-E57,726,"< 50,000"
PK-L-9466,No Description,LF-HAR-E57,7938,"< 50,000"
PK-L-9481,No Description,LF-HAR-E57,4536,"< 50,000"
PK-L-9526,Label - Status Movement Sensor,LF-HAR-E57,990,"< 50,000"
PK-L-9536,No Description,LF-HAR-E57,1000,"< 50,000"
PK-L-9541,No Description,LF-HAR-E57,1000,"< 50,000"
PK-L-9546,No Description,LF-HAR-E57,1000,"< 50,000"
PK-L-9566,Label  -  Status Edge Mini Dimmer,LF-HAR-E57,2299,"< 50,000"
PK-L-9566,No Description,LF-HAR-E57,2000,"< 50,000"
PK-L-9581,Label  -  Status Edge Medium Step,LF-HAR-E57,560,"< 50,000"
PK-L-9581,No Description,LF-HAR-E57,3000,"< 50,000"
PK-L-9606,No Description,LF-HAR-E57,10500,"< 50,000"
PK-L-9611,Flat Bell Push Label,LF-HAR-E57,2000,"< 50,000"
PK-L-9611,No Description,LF-HAR-E57,6000,"< 50,000"
PK-L-9621,No Description,LF-HAR-E57,4978,"< 50,000"
PK-L-9626,No Description,LF-HAR-E57,3000,"< 50,000"
PK-L-9626,flat dual bell push label,LF-HAR-E57,614,"< 50,000"
PK-L-9631,FLAT 16A DUAL 1 WAY SWT WITH IND. LABEL,LF-HAR-E57,700,"< 50,000"
PK-L-9631,No Description,LF-HAR-E57,2000,"< 50,000"
PK-L-9636,Label - Flat DP Switch 32A,LF-HAR-E57,335,"< 50,000"
PK-L-9636,No Description,LF-HAR-E57,6140,"< 50,000"
PK-L-9706,No Description,LF-VAS-006,1050,"< 50,000"
PK-L-9711,No Description,LF-VAS-006,2185,"< 50,000"
PK-L-9711,STATUS BUZZER LABEL,LF-HAR-E57,1000,"< 50,000"
PK-L-9716,No Description,LF-VAS-006,1050,"< 50,000"
PK-L-9761,No Description,LF-HAR-E57,1000,"< 50,000"
PK-L-9796,No Description,LF-VAS-006,1050,"< 50,000"
PK-L-9801,No Description,LF-HAR-E57,1000,"< 50,000"
PK-L-9801,STATUS STEP 2WAY SWT 16A LABEL,LF-HAR-E57,700,"< 50,000"
PK-L-9806,No Description,LF-HAR-E57,2000,"< 50,000"
PK-L-9806,STATUS STEP DUAL BELL PUSH 6A LABEL,LF-HAR-E57,766,"< 50,000"
PK-L-9811,No Description,LF-HAR-E57,1000,"< 50,000"
PK-L-9811,STATUS STEP DUAL 1 WAY SWT WITH IND LABEL,LF-HAR-E57,700,"< 50,000"
PK-L-9816,No Description,LF-HAR-E57,1000,"< 50,000"
PK-L-9816,STATUS STEP DUAL D.P. SWT 32 WITH IND.LABEL,LF-HAR-E57,750,"< 50,000"
PK-L-9851,Label  -  Pocket Modular Holder,LF-HAR-E57,4465,"< 50,000"
PK-L-9851,No Description,LF-HAR-E57,10000,"< 50,000"
PK-L-9896,Label  -  Chrome 6A 2way Switch,LF-HAR-E57,13000,"< 50,000"
PK-L-9901,Label  -  Chrome 6A Bell Push,LF-HAR-E57,900,"< 50,000"
PK-L-9901,Label - Chrome 6A Bell Push,LF-HAR-E57,1000,"< 50,000"
PK-L-9921,Label - Chrome 16A 2way Switch,LF-HAR-E57,1000,"< 50,000"
PK-M-006,Common Panni (5x7.5),LF-DEL-01,14718,"< 50,000"
PK-M-006,No Description,LF-AND-28,15450,"< 50,000"
PK-M-006,No Description,LF-HAR-E57,9286,"< 50,000"
PK-M-007,Milky White Sticker,LF-AND-28,59670,"50,000 - 200,000"
PK-M-008,No Description,LF-PAL-A03,6,"< 50,000"
PK-M-008,Non Printed Patta,LF-PAL-A03,6,"< 50,000"
PK-M-010,Off White Sticker,LF-AND-28,273402,"> 200,000"
PK-M-011,Common Panni (5x11.5),LF-AND-28,2675,"< 50,000"
PK-M-011,No Description,LF-SIL-017,10947,"< 50,000"
PK-M-018,Common Panni (7x9.5),LF-AND-28,13791,"< 50,000"
PK-M-018,Common Panni (7x9.5),LF-SIL-017,7375,"< 50,000"
PK-M-018,No Description,LF-AND-28,14149,"< 50,000"
PK-M-018,No Description,LF-HAR-E57,20311,"< 50,000"
PK-M-018,No Description,LF-SIL-017,15000,"< 50,000"
PK-M-020,Common Panni (6x13.5),LF-AND-28,3379,"< 50,000"
PK-M-020,Common Panni (6x13.5),LF-SIL-017,7400,"< 50,000"
PK-M-020,No Description,LF-AND-28,23974,"< 50,000"
PK-M-020,No Description,LF-SIL-017,13000,"< 50,000"
PK-M-022,Moulding Panni (10 x 12),LF-SIL-017,6,"< 50,000"
PK-M-023,Master Ctn  -  Eco / Dlx DP,IN_TRANSIT,50,"< 50,000"
PK-M-023,Master Ctn  -  Eco / Dlx DP,LF-AND-28,214,"< 50,000"
PK-M-023,No Description,LF-AND-28,404,"< 50,000"
PK-M-028,Master Ctn  -  Dp Without Name,LF-SIL-017,40,"< 50,000"
PK-M-028,No Description,LF-SIL-017,220,"< 50,000"
PK-M-035,Master Crtn  -  Partition (Only Plate),LF-AND-28,500,"< 50,000"
PK-M-044,Bell Push Sticker,LF-AND-28,19998,"< 50,000"
PK-M-056,Common Panni (4x5),LF-DEL-01,41106,"< 50,000"
PK-M-056,No Description,LF-HAR-E57,78708,"50,000 - 200,000"
PK-M-057,Common Panni (6x8.5),LF-AND-28,19343,"< 50,000"
PK-M-057,Common Panni (6x8.5),LF-DEL-01,22203,"< 50,000"
PK-M-057,Common Panni (6x8.5),LF-HAR-E57,29200,"< 50,000"
PK-M-057,No Description,LF-AND-28,64657,"50,000 - 200,000"
PK-M-057,No Description,LF-HAR-E57,32946,"< 50,000"
PK-M-057,No Description,LF-SIL-017,40000,"< 50,000"
PK-M-070,Foam Roll,LF-SIL-017,8,"< 50,000"
PK-M-070,No Description,LF-SIL-017,6,"< 50,000"
PK-M-104,Common Panni (3.5x5),LF-SIL-017,6600,"< 50,000"
PK-M-104,No Description,LF-SIL-017,20000,"< 50,000"
PK-M-10408,Master Crtn  -  Edge Plate 8Hz,LF-VAS-006,60,"< 50,000"
PK-M-10408,No Description,LF-VAS-006,162,"< 50,000"
PK-M-10701,No Description,LF-VAS-006,295,"< 50,000"
PK-M-11112,Master Crtn - Smile 12M Plate (D),LF-HAR-E57,279,"< 50,000"
PK-M-1201,No Description,LF-VAS-006,375,"< 50,000"
PK-M-23106,No Description,LF-DEL-01,374,"< 50,000"
PK-M-24625,No Description,LF-DEL-01,95,"< 50,000"
PK-M-25225,Master Crtn  -  Assure Changeover,LF-DEL-01,52,"< 50,000"
PK-M-6802,Master Crtn  -  Modular Gang Box 2M,LF-HAR-E57,127,"< 50,000"
PK-M-6803,Master Crtn  -  Modular Gang Box 3M,LF-HAR-E57,79,"< 50,000"
PK-M-6804,Master Crtn  -  Modular Gang Box 4M,LF-HAR-E57,112,"< 50,000"
PK-M-6806,Master Crtn  -  Modular Gang Box 6M,LF-HAR-E57,33,"< 50,000"
PK-M-6808,Master Crtn  -  Modular Gang Box 8H,LF-HAR-E57,32,"< 50,000"
PK-M-6809,Master Crtn  -  Modular Gang Box 8Sq,LF-HAR-E57,40,"< 50,000"
PK-M-6812,No Description,LF-HAR-E57,12,"< 50,000"
PK-M-6818,Master Crtn  -  Modular Gang Box 18M,LF-HAR-E57,52,"< 50,000"
PK-M-7075,Master Crtn - Eco FR 0.75mm Wire 90mtr,LF-HAR-E57,597,"< 50,000"
PK-M-7100,Master Crtn  -  Eco FR 1mm Wire 90mtr,LF-HAR-E57,391,"< 50,000"
PK-M-7150,No Description,LF-HAR-E57,85,"< 50,000"
PK-M-7250,No Description,LF-HAR-E57,50,"< 50,000"
PK-M-7400,Master Crtn  -  Eco FR 4mm Wire 90mtr,LF-HAR-E57,148,"< 50,000"
PK-M-7600,Master Crtn  -  Eco FR 6mm Wire 90mtr,LF-HAR-E57,25,"< 50,000"
PK-M-9251,No Description,LF-AND-28,381,"< 50,000"
PK-M-9251,No Description,LF-HAR-E57,25,"< 50,000"
PK-M-9251,No Description,LF-VAS-006,254,"< 50,000"
PK-M-9376,Master Crtn  -  Status Fan Regulator (C),LF-AND-28,399,"< 50,000"
PK-M-9376,Master Crtn  -  Status Fan Regulator (C),LF-HAR-E57,437,"< 50,000"
PK-M-9376,Master Crtn  -  Status Fan Regulator (C),LF-VAS-006,86,"< 50,000"
PK-M-9376,No Description,LF-AND-28,100,"< 50,000"
PK-M-9506,Master Crtn  -  Status Dual (B),LF-AND-28,199,"< 50,000"
PK-M-9506,Master Crtn  -  Status Dual (B),LF-HAR-E57,265,"< 50,000"
PK-M-9506,No Description,LF-AND-28,75,"< 50,000"
PK-M-9506,No Description,LF-SIL-017,179,"< 50,000"
PK-M-9506,No Description,LF-VAS-006,2,"< 50,000"
PK-MP-10408,Edge Plate 8Hz Mini Pacakging Carton,LF-VAS-006,48,"< 50,000"
PK-MP-10408,No Description,LF-VAS-006,50,"< 50,000"
PK-MP-10701,No Description,LF-VAS-006,139,"< 50,000"
PK-MP-11112,Smile 12M Mini Packaging Cartoon (D),LF-HAR-E57,962,"< 50,000"
PK-MP-1201,No Description,LF-VAS-006,325,"< 50,000"
PK-MP-23106,No Description,LF-DEL-01,3632,"< 50,000"
PK-MP-23106,Triprite / Assure MCB Mini Packaging Carton,LF-DEL-01,3300,"< 50,000"
PK-MP-24625,No Description,LF-DEL-01,51,"< 50,000"
PK-MP-24625,Triprite / Assure RCCB Mini Packaging Carton,LF-DEL-01,215,"< 50,000"
PK-MP-25225,Triprite / Assure Changeover Mini Packaging Carton,LF-DEL-01,347,"< 50,000"
PK-MP-9251,No Description,LF-AND-28,849,"< 50,000"
PK-MP-9251,No Description,LF-HAR-E57,99,"< 50,000"
PK-MP-9251,No Description,LF-VAS-006,496,"< 50,000"
PK-MP-9251,Status Switch Mini Packaging Cartoon (A),LF-HAR-E57,1215,"< 50,000"
PK-MP-9251,Status Switch Mini Packaging Cartoon (A),LF-VAS-006,20,"< 50,000"
PK-MP-9376,No Description,LF-VAS-006,109,"< 50,000"
PK-MP-9376,Status Fan Regulator Mini Packaging Cartoon (C),LF-HAR-E57,2132,"< 50,000"
PK-MP-9376,Status Fan Regulator Mini Packaging Cartoon (C),LF-VAS-006,98,"< 50,000"
PK-MP-9506,No Description,LF-AND-28,421,"< 50,000"
PK-MP-9506,No Description,LF-SIL-017,2843,"< 50,000"
PK-MP-9506,No Description,LF-VAS-006,65,"< 50,000"
PK-MP-9506,Status Dual Mini Packaging Cartoon (B),LF-AND-28,807,"< 50,000"
