SO_No,SO_Date,Completely_Shipped,Shipment_Status
SO/PAT/26/01243,2025-11-10,0,Not Shipped
SO/PAT/26/01244,2025-11-10,0,Not Shipped
SO/PAT/26/01245,2025-11-10,0,Not Shipped
SO/PAT/26/01246,2025-11-10,0,Not Shipped
SO/PAT/26/01247,2025-11-10,1,Fully Shipped
SO/PAT/26/01248,2025-11-10,0,Not Shipped
SO/PAT/26/01249,2025-11-10,0,Not Shipped
SO/PAT/26/01250,2025-11-10,1,Fully Shipped
SO/PAT/26/01251,2025-11-10,0,Not Shipped
SO/PAT/26/01252,2025-11-11,1,Fully Shipped
SO/PAT/26/01253,2025-11-11,0,Not Shipped
SO/PAT/26/01254,2025-11-11,1,Fully Shipped
SO/PAT/26/01255,2025-11-11,0,Not Shipped
SO/PAT/26/01256,2025-11-11,1,Fully Shipped
SO/PAT/26/01257,2025-11-11,1,Fully Shipped
SO/PAT/26/01258,2025-11-11,1,Fully Shipped
SO/PAT/26/01259,2025-11-11,1,Fully Shipped
SO/PAT/26/01260,2025-11-11,1,Fully Shipped
SO/PAT/26/01261,2025-11-11,1,Fully Shipped
SO/PAT/26/01262,2025-11-12,0,Not Shipped
SO/PAT/26/01263,2025-11-12,0,Not Shipped
SO/PAT/26/01264,2025-11-12,0,Not Shipped
SO/PAT/26/01265,2025-11-12,0,Not Shipped
SO/PAT/26/01266,2025-11-12,0,Not Shipped
SO/PAT/26/01267,2025-11-12,1,Fully Shipped
SO/PAT/26/01268,2025-11-12,0,Not Shipped
SO/PAT/26/01269,2025-11-12,1,Fully Shipped
SO/PAT/26/01270,2025-11-12,1,Fully Shipped
SO/PAT/26/01271,2025-11-13,1,Fully Shipped
SO/PAT/26/01272,2025-11-13,0,Not Shipped
SO/PAT/26/01273,2025-11-13,1,Fully Shipped
SO/PAT/26/01274,2025-11-13,0,Not Shipped
SO/PAT/26/01275,2025-11-13,1,Fully Shipped
SO/PAT/26/01276,2025-11-13,1,Fully Shipped
SO/PAT/26/01277,2025-11-13,0,Not Shipped
SO/PAT/26/01278,2025-11-13,0,Not Shipped
SO/PAT/26/01279,2025-11-14,1,Fully Shipped
SO/PAT/26/01280,2025-11-14,1,Fully Shipped
SO/PAT/26/01281,2025-11-14,1,Fully Shipped
SO/PAT/26/01282,2025-11-14,0,Not Shipped
SO/PAT/26/01283,2025-11-14,0,Not Shipped
SO/PAT/26/01284,2025-11-14,0,Not Shipped
SO/PAT/26/01285,2025-11-15,1,Fully Shipped
SO/PAT/26/01286,2025-11-15,0,Not Shipped
SO/PAT/26/01287,2025-11-15,0,Not Shipped
SO/PAT/26/01288,2025-11-15,1,Fully Shipped
SO/PAT/26/01289,2025-11-15,1,Fully Shipped
SO/PAT/26/01290,2025-11-15,0,Not Shipped
SO/PAT/26/01291,2025-11-15,0,Not Shipped
SO/PAT/26/01292,2025-11-15,1,Fully Shipped
SO/PAT/26/01293,2025-11-15,1,Fully Shipped
SO/PAT/26/01294,2025-11-15,0,Not Shipped
SO/PAT/26/01295,2025-11-15,1,Fully Shipped
SO/PAT/26/01296,2025-11-15,1,Fully Shipped
SO/PAT/26/01297,2025-11-15,0,Not Shipped
SO/PAT/26/01298,2025-11-15,0,Not Shipped
SO/PAT/26/01299,2025-11-17,0,Not Shipped
SO/PAT/26/01300,2025-11-17,0,Not Shipped
SO/PAT/26/01301,2025-11-17,1,Fully Shipped
SO/PAT/26/01302,2025-11-17,1,Fully Shipped
SO/PAT/26/01303,2025-11-17,0,Not Shipped
SO/PAT/26/01304,2025-11-17,0,Not Shipped
SO/PAT/26/01305,2025-11-18,1,Fully Shipped
SO/PAT/26/01306,2025-11-18,0,Not Shipped
SO/PAT/26/01307,2025-11-18,0,Not Shipped
SO/PAT/26/01308,2025-11-18,1,Fully Shipped
SO/PAT/26/01309,2025-11-18,1,Fully Shipped
SO/PAT/26/01310,2025-11-19,1,Fully Shipped
SO/PAT/26/01311,2025-11-19,1,Fully Shipped
SO/PAT/26/01312,2025-11-19,0,Not Shipped
SO/PAT/26/01313,2025-11-19,0,Not Shipped
SO/PAT/26/01314,2025-11-19,0,Not Shipped
SO/PAT/26/01315,2025-11-20,1,Fully Shipped
SO/PAT/26/01316,2025-11-20,0,Not Shipped
SO/PAT/26/01317,2025-11-20,1,Fully Shipped
SO/PAT/26/01318,2025-11-20,1,Fully Shipped
SO/PAT/26/01319,2025-11-20,0,Not Shipped
SO/PAT/26/01320,2025-11-20,0,Not Shipped
SO/PAT/26/01321,2025-11-20,1,Fully Shipped
SO/PAT/26/01322,2025-11-20,1,Fully Shipped
SO/PAT/26/01323,2025-11-20,1,Fully Shipped
SO/PAT/26/01324,2025-11-20,0,Not Shipped
SO/PAT/26/01325,2025-11-20,1,Fully Shipped
SO/PAT/26/01326,2025-11-20,0,Not Shipped
SO/PAT/26/01327,2025-11-20,0,Not Shipped
SO/PAT/26/01328,2025-11-21,0,Not Shipped
SO/PAT/26/01329,2025-11-21,0,Not Shipped
SO/PAT/26/01330,2025-11-22,1,Fully Shipped
SO/PAT/26/01331,2025-11-22,0,Not Shipped
SO/PAT/26/01332,2025-11-22,1,Fully Shipped
SO/PAT/26/01333,2025-11-22,0,Not Shipped
SO/PAT/26/01334,2025-11-22,1,Fully Shipped
SO/PAT/26/01335,2025-11-22,0,Not Shipped
SO/PAT/26/01336,2025-11-22,0,Not Shipped
SO/PAT/26/01337,2025-11-25,0,Not Shipped
SO/PAT/26/01338,2025-11-25,0,Not Shipped
SO/PAT/26/01339,2025-11-25,0,Not Shipped
SO/PAT/26/01340,2025-11-25,0,Not Shipped
SO/PAT/26/01341,2025-11-25,0,Not Shipped
SO/PAT/26/01342,2025-11-25,1,Fully Shipped
SO/PAT/26/01343,2025-11-25,0,Not Shipped
SO/PAT/26/01344,2025-11-25,1,Fully Shipped
SO/PAT/26/01345,2025-11-25,1,Fully Shipped
SO/PAT/26/01346,2025-11-25,1,Fully Shipped
SO/PAT/26/01347,2025-11-25,0,Not Shipped
SO/PAT/26/01348,2025-11-25,0,Not Shipped
SO/PAT/26/01349,2025-11-25,1,Fully Shipped
SO/PAT/26/01350,2025-11-25,0,Not Shipped
SO/PAT/26/01351,2025-11-25,1,Fully Shipped
SO/PAT/26/01352,2025-11-27,0,Not Shipped
SO/PAT/26/01353,2025-11-27,0,Not Shipped
SO/PAT/26/01354,2025-11-27,0,Not Shipped
SO/PAT/26/01355,2025-11-27,1,Fully Shipped
SO/PAT/26/01356,2025-11-27,0,Not Shipped
SO/PAT/26/01357,2025-11-27,0,Not Shipped
SO/PAT/26/01358,2025-11-27,1,Fully Shipped
SO/PAT/26/01359,2025-11-27,0,Not Shipped
SO/PAT/26/01360,2025-11-27,0,Not Shipped
SO/PAT/26/01361,2025-11-27,0,Not Shipped
SO/PAT/26/01362,2025-11-27,1,Fully Shipped
SO/PAT/26/01363,2025-11-27,1,Fully Shipped
SO/PAT/26/01364,2025-11-28,1,Fully Shipped
SO/PAT/26/01365,2025-11-28,0,Not Shipped
SO/PAT/26/01366,2025-11-28,0,Not Shipped
SO/PAT/26/01367,2025-11-28,1,Fully Shipped
SO/PAT/26/01368,2025-11-28,1,Fully Shipped
SO/PAT/26/01369,2025-11-28,0,Not Shipped
SO/PAT/26/01370,2025-11-28,0,Not Shipped
SO/PAT/26/01371,2025-11-28,1,Fully Shipped
SO/PAT/26/01372,2025-11-28,0,Not Shipped
SO/PAT/26/01373,2025-11-28,1,Fully Shipped
SO/PAT/26/01374,2025-11-28,0,Not Shipped
SO/PAT/26/01375,2025-11-28,0,Not Shipped
SO/PAT/26/01376,2025-11-29,1,Fully Shipped
SO/PAT/26/01377,2025-11-29,1,Fully Shipped
SO/PAT/26/01378,2025-11-29,0,Not Shipped
SO/PAT/26/01379,2025-11-29,0,Not Shipped
SO/PAT/26/01380,2025-11-29,1,Fully Shipped
SO/PAT/26/01381,2025-11-29,1,Fully Shipped
SO/PAT/26/01382,2025-11-29,0,Not Shipped
SO/PAT/26/01383,2025-11-29,0,Not Shipped
SO/PAT/26/01384,2025-11-29,0,Not Shipped
SO/PAT/26/01385,2025-11-29,1,Fully Shipped
SO/PAT/26/01386,2025-11-29,0,Not Shipped
SO/PAT/26/01387,2025-11-29,0,Not Shipped
SO/PAT/26/01388,2025-11-29,0,Not Shipped
SO/PAT/26/01389,2025-11-29,0,Not Shipped
SO/PAT/26/01390,2025-11-30,1,Fully Shipped
SO/PAT/26/01391,2025-11-30,0,Not Shipped
SO/PAT/26/01392,2025-11-30,0,Not Shipped
SO/PAT/26/01393,2025-11-30,1,Fully Shipped
SO/PAT/26/01394,2025-11-30,1,Fully Shipped
SO/PAT/26/01395,2025-11-30,1,Fully Shipped
SO/PAT/26/01396,2025-11-30,1,Fully Shipped
SO/PAT/26/01397,2025-11-30,0,Not Shipped
SO/PAT/26/01398,2025-11-30,0,Not Shipped
SO/PAT/26/01399,2025-11-30,0,Not Shipped
SO/PAT/26/01400,2025-11-30,0,Not Shipped
SO/PAT/26/01401,2025-11-30,0,Not Shipped
SO/PAT/26/01402,2025-11-30,0,Not Shipped
SO/PAT/26/01403,2025-11-30,1,Fully Shipped
SO/PAT/26/01404,2025-11-30,1,Fully Shipped
SO/PAT/26/01405,2025-11-30,1,Fully Shipped
SO/PAT/26/01406,2025-11-30,0,Not Shipped
SO/PAT/26/01407,2025-11-30,0,Not Shipped
SO/PAT/26/01408,2025-11-30,1,Fully Shipped
SO/PAT/26/01409,2025-11-30,1,Fully Shipped
SO/PAT/26/01410,2025-11-30,1,Fully Shipped
SO/PAT/26/01411,2025-11-30,1,Fully Shipped
SO/PAT/26/01412,2025-11-30,0,Not Shipped
SO/PAT/26/01413,2025-11-30,0,Not Shipped
SO/PAT/26/01414,2025-11-30,0,Not Shipped
SO/PAT/26/01415,2025-11-30,0,Not Shipped
SO/PAT/26/01416,2025-11-30,1,Fully Shipped
SO/PAT/26/01417,2025-11-30,0,Not Shipped
SO/PAT/26/01418,2025-11-30,0,Not Shipped
SO/PAT/26/01419,2025-11-30,1,Fully Shipped
SO/PAT/26/01420,2025-11-30,1,Fully Shipped
SO/PAT/26/01421,2025-11-30,0,Not Shipped
SO/PAT/26/01422,2025-11-30,0,Not Shipped
SO/PAT/26/01423,2025-11-30,0,Not Shipped
SO/PAT/26/01424,2025-11-30,0,Not Shipped
SO/PAT/26/01425,2025-11-30,0,Not Shipped
SO/PAT/26/01426,2025-11-30,1,Fully Shipped
SO/PAT/26/01427,2025-11-30,0,Not Shipped
SO/PAT/26/01428,2025-11-30,1,Fully Shipped
SO/PAT/26/01429,2025-11-30,1,Fully Shipped
SO/PAT/26/01430,2025-11-30,1,Fully Shipped
SO/PAT/26/01431,2025-11-30,0,Not Shipped
SO/PAT/26/01432,2025-11-30,1,Fully Shipped
SO/PAT/26/01433,2025-11-30,0,Not Shipped
SO/PAT/26/01434,2025-11-30,1,Fully Shipped
SO/PAT/26/01435,2025-11-30,1,Fully Shipped
SO/PAT/26/01436,2025-11-30,1,Fully Shipped
SO/PAT/26/01437,2025-11-30,1,Fully Shipped
SO/PAT/26/01438,2025-11-30,1,Fully Shipped
SO/PAT/26/01439,2025-11-30,1,Fully Shipped
SO/PAT/26/01440,2025-11-30,1,Fully Shipped
SO/PAT/26/01441,2025-11-30,1,Fully Shipped
SO/PAT/26/01442,2025-11-30,1,Fully Shipped
SO/PAT/26/01443,2025-11-30,1,Fully Shipped
SO/PAT/26/01444,2025-11-30,1,Fully Shipped
SO/PAT/26/01445,2025-11-30,1,Fully Shipped
SO/PAT/26/01446,2025-12-08,0,Not Shipped
SO/PAT/26/01447,2025-12-08,0,Not Shipped
SO/PAT/26/01448,2025-12-08,0,Not Shipped
SO/PAT/26/01449,2025-12-08,0,Not Shipped
SO/PAT/26/01450,2025-12-08,0,Not Shipped
SO/PAT/26/01451,2025-12-08,0,Not Shipped
SO/PAT/26/01452,2025-12-09,0,Not Shipped
SO/PAT/26/01453,2025-12-09,0,Not Shipped
SO/PAT/26/01454,2025-12-09,0,Not Shipped
SO/PAT/26/01455,2025-12-09,1,Fully Shipped
SO/PAT/26/01456,2025-12-09,1,Fully Shipped
SO/PAT/26/01457,2025-12-09,1,Fully Shipped
SO/PAT/26/01458,2025-12-09,1,Fully Shipped
SO/PAT/26/01459,2025-12-11,1,Fully Shipped
SO/PAT/26/01460,2025-12-11,1,Fully Shipped
SO/PAT/26/01461,2025-12-11,0,Not Shipped
SO/RAI/26/00002,2025-04-17,0,Not Shipped
SO/RAI/26/00003,2025-04-17,1,Fully Shipped
SO/RAI/26/00006,2025-04-24,1,Fully Shipped
SO/RAI/26/00007,2025-04-25,0,Not Shipped
SO/RAI/26/00008,2025-04-25,0,Not Shipped
SO/RAI/26/00009,2025-04-25,0,Not Shipped
SO/RAI/26/00010,2025-04-25,0,Not Shipped
SO/RAI/26/00012,2025-04-25,1,Fully Shipped
SO/RAI/26/00013,2025-04-26,0,Not Shipped
SO/RAI/26/00014,2025-04-26,0,Not Shipped
SO/RAI/26/00015,2025-04-26,0,Not Shipped
SO/RAI/26/00016,2025-04-26,0,Not Shipped
SO/RAI/26/00018,2025-04-26,0,Not Shipped
SO/RAI/26/00019,2025-05-19,0,Not Shipped
SO/RAI/26/00020,2025-04-26,0,Not Shipped
SO/RAI/26/00021,2025-04-26,0,Not Shipped
SO/RAI/26/00023,2025-04-26,1,Fully Shipped
SO/RAI/26/00024,2025-04-26,1,Fully Shipped
SO/RAI/26/00025,2025-04-26,1,Fully Shipped
SO/RAI/26/00026,2025-04-26,1,Fully Shipped
SO/RAI/26/00028,2025-04-26,0,Not Shipped
SO/RAI/26/00029,2025-04-26,0,Not Shipped
SO/RAI/26/00030,2025-04-26,0,Not Shipped
SO/RAI/26/00032,2025-04-27,0,Not Shipped
SO/RAI/26/00033,2025-04-27,1,Fully Shipped
SO/RAI/26/00034,2025-04-27,1,Fully Shipped
SO/RAI/26/00035,2025-04-27,0,Not Shipped
SO/RAI/26/00036,2025-04-27,1,Fully Shipped
SO/RAI/26/00037,2025-04-27,1,Fully Shipped
SO/RAI/26/00038,2025-04-27,0,Not Shipped
SO/RAI/26/00039,2025-04-27,1,Fully Shipped
SO/RAI/26/00040,2025-04-27,1,Fully Shipped
SO/RAI/26/00041,2025-04-27,0,Not Shipped
SO/RAI/26/00042,2025-04-27,0,Not Shipped
SO/RAI/26/00043,2025-04-27,0,Not Shipped
SO/RAI/26/00044,2025-04-28,0,Not Shipped
SO/RAI/26/00045,2025-04-28,1,Fully Shipped
SO/RAI/26/00046,2025-04-28,0,Not Shipped
SO/RAI/26/00047,2025-04-28,1,Fully Shipped
SO/RAI/26/00050,2025-04-28,0,Not Shipped
SO/RAI/26/00051,2025-04-28,0,Not Shipped
SO/RAI/26/00053,2025-04-28,0,Not Shipped
SO/RAI/26/00054,2025-05-13,1,Fully Shipped
SO/RAI/26/00057,2025-04-28,1,Fully Shipped
SO/RAI/26/00058,2025-04-28,1,Fully Shipped
SO/RAI/26/00059,2025-04-28,1,Fully Shipped
SO/RAI/26/00060,2025-04-28,1,Fully Shipped
SO/RAI/26/00061,2025-04-28,0,Not Shipped
SO/RAI/26/00062,2025-04-28,0,Not Shipped
SO/RAI/26/00064,2025-04-29,0,Not Shipped
SO/RAI/26/00066,2025-05-19,1,Fully Shipped
SO/RAI/26/00068,2025-05-12,1,Fully Shipped
SO/RAI/26/00070,2025-04-29,1,Fully Shipped
SO/RAI/26/00071,2025-04-29,1,Fully Shipped
SO/RAI/26/00072,2025-04-29,0,Not Shipped
SO/RAI/26/00073,2025-04-29,0,Not Shipped
SO/RAI/26/00075,2025-04-29,0,Not Shipped
SO/RAI/26/00076,2025-04-29,1,Fully Shipped
SO/RAI/26/00077,2025-04-30,0,Not Shipped
SO/RAI/26/00078,2025-04-30,0,Not Shipped
SO/RAI/26/00079,2025-04-30,0,Not Shipped
SO/RAI/26/00080,2025-04-30,0,Not Shipped
SO/RAI/26/00081,2025-04-30,1,Fully Shipped
SO/RAI/26/00082,2025-05-13,0,Not Shipped
SO/RAI/26/00084,2025-04-30,0,Not Shipped
SO/RAI/26/00086,2025-04-30,0,Not Shipped
SO/RAI/26/00087,2025-04-30,1,Fully Shipped
SO/RAI/26/00088,2025-04-30,0,Not Shipped
SO/RAI/26/00089,2025-04-30,0,Not Shipped
SO/RAI/26/00090,2025-04-30,0,Not Shipped
SO/RAI/26/00091,2025-04-30,1,Fully Shipped
SO/RAI/26/00092,2025-04-30,0,Not Shipped
SO/RAI/26/00093,2025-04-30,1,Fully Shipped
SO/RAI/26/00094,2025-04-30,0,Not Shipped
SO/RAI/26/00095,2025-05-27,1,Fully Shipped
SO/RAI/26/00098,2025-04-30,1,Fully Shipped
SO/RAI/26/00099,2025-04-30,0,Not Shipped
SO/RAI/26/00100,2025-04-30,1,Fully Shipped
SO/RAI/26/00101,2025-04-30,0,Not Shipped
SO/RAI/26/00102,2025-04-30,0,Not Shipped
SO/RAI/26/00103,2025-04-30,0,Not Shipped
SO/RAI/26/00104,2025-04-30,0,Not Shipped
SO/RAI/26/00105,2025-04-30,1,Fully Shipped
SO/RAI/26/00106,2025-04-30,0,Not Shipped
SO/RAI/26/00108,2025-04-30,0,Not Shipped
SO/RAI/26/00109,2025-04-30,0,Not Shipped
SO/RAI/26/00110,2025-04-30,1,Fully Shipped
SO/RAI/26/00111,2025-04-30,0,Not Shipped
SO/RAI/26/00112,2025-04-30,1,Fully Shipped
SO/RAI/26/00113,2025-04-30,1,Fully Shipped
SO/RAI/26/00114,2025-04-30,1,Fully Shipped
SO/RAI/26/00115,2025-04-30,0,Not Shipped
SO/RAI/26/00116,2025-04-30,0,Not Shipped
SO/RAI/26/00117,2025-04-30,1,Fully Shipped
SO/RAI/26/00118,2025-04-30,0,Not Shipped
SO/RAI/26/00119,2025-04-30,0,Not Shipped
SO/RAI/26/00120,2025-04-30,1,Fully Shipped
SO/RAI/26/00121,2025-04-30,0,Not Shipped
SO/RAI/26/00122,2025-04-30,0,Not Shipped
SO/RAI/26/00123,2025-04-30,1,Fully Shipped
SO/RAI/26/00124,2025-04-30,1,Fully Shipped
SO/RAI/26/00125,2025-04-30,0,Not Shipped
SO/RAI/26/00126,2025-04-30,1,Fully Shipped
SO/RAI/26/00127,2025-04-30,0,Not Shipped
SO/RAI/26/00128,2025-04-30,1,Fully Shipped
SO/RAI/26/00129,2025-04-30,1,Fully Shipped
SO/RAI/26/00130,2025-04-30,1,Fully Shipped
SO/RAI/26/00131,2025-04-30,1,Fully Shipped
SO/RAI/26/00132,2025-04-30,0,Not Shipped
SO/RAI/26/00133,2025-04-30,0,Not Shipped
SO/RAI/26/00134,2025-04-30,1,Fully Shipped
SO/RAI/26/00135,2025-05-05,0,Not Shipped
SO/RAI/26/00136,2025-05-05,0,Not Shipped
SO/RAI/26/00137,2025-08-25,1,Fully Shipped
SO/RAI/26/00139,2025-05-06,0,Not Shipped
SO/RAI/26/00140,2025-05-06,1,Fully Shipped
SO/RAI/26/00141,2025-05-06,0,Not Shipped
SO/RAI/26/00142,2025-05-07,0,Not Shipped
SO/RAI/26/00143,2025-05-07,1,Fully Shipped
SO/RAI/26/00144,2025-05-07,0,Not Shipped
SO/RAI/26/00145,2025-05-07,1,Fully Shipped
SO/RAI/26/00146,2025-05-07,0,Not Shipped
SO/RAI/26/00147,2025-05-07,1,Fully Shipped
SO/RAI/26/00148,2025-05-07,0,Not Shipped
SO/RAI/26/00149,2025-05-07,1,Fully Shipped
SO/RAI/26/00150,2025-05-07,0,Not Shipped
SO/RAI/26/00152,2025-05-07,1,Fully Shipped
SO/RAI/26/00153,2025-05-07,0,Not Shipped
SO/RAI/26/00154,2025-05-07,0,Not Shipped
SO/RAI/26/00155,2025-05-07,1,Fully Shipped
SO/RAI/26/00156,2025-05-08,0,Not Shipped
SO/RAI/26/00157,2025-05-08,0,Not Shipped
SO/RAI/26/00158,2025-05-08,0,Not Shipped
SO/RAI/26/00159,2025-05-08,1,Fully Shipped
SO/RAI/26/00160,2025-05-08,1,Fully Shipped
SO/RAI/26/00161,2025-05-08,0,Not Shipped
SO/RAI/26/00162,2025-05-08,1,Fully Shipped
SO/RAI/26/00164,2025-05-09,0,Not Shipped
SO/RAI/26/00166,2025-05-09,0,Not Shipped
SO/RAI/26/00167,2025-05-09,1,Fully Shipped
SO/RAI/26/00168,2025-05-09,1,Fully Shipped
SO/RAI/26/00169,2025-05-09,0,Not Shipped
SO/RAI/26/00171,2025-05-09,0,Not Shipped
SO/RAI/26/00172,2025-05-09,0,Not Shipped
SO/RAI/26/00173,2025-05-09,0,Not Shipped
SO/RAI/26/00175,2025-05-09,1,Fully Shipped
SO/RAI/26/00176,2025-05-09,0,Not Shipped
SO/RAI/26/00177,2025-05-09,0,Not Shipped
SO/RAI/26/00178,2025-05-09,0,Not Shipped
SO/RAI/26/00179,2025-05-09,0,Not Shipped
SO/RAI/26/00182,2025-05-10,0,Not Shipped
SO/RAI/26/00183,2025-05-10,0,Not Shipped
SO/RAI/26/00184,2025-05-10,0,Not Shipped
SO/RAI/26/00185,2025-05-10,0,Not Shipped
SO/RAI/26/00186,2025-05-12,1,Fully Shipped
SO/RAI/26/00187,2025-05-10,0,Not Shipped
SO/RAI/26/00188,2025-05-10,0,Not Shipped
SO/RAI/26/00189,2025-05-10,1,Fully Shipped
SO/RAI/26/00190,2025-05-12,0,Not Shipped
SO/RAI/26/00191,2025-05-12,1,Fully Shipped
SO/RAI/26/00192,2025-05-12,1,Fully Shipped
SO/RAI/26/00193,2025-05-12,1,Fully Shipped
SO/RAI/26/00194,2025-05-12,0,Not Shipped
SO/RAI/26/00195,2025-05-12,0,Not Shipped
SO/RAI/26/00196,2025-05-12,0,Not Shipped
SO/RAI/26/00197,2025-05-12,1,Fully Shipped
SO/RAI/26/00198,2025-05-12,1,Fully Shipped
SO/RAI/26/00199,2025-05-12,1,Fully Shipped
SO/RAI/26/00200,2025-05-12,1,Fully Shipped
SO/RAI/26/00201,2025-05-12,1,Fully Shipped
SO/RAI/26/00202,2025-05-12,0,Not Shipped
SO/RAI/26/00203,2025-05-12,1,Fully Shipped
SO/RAI/26/00204,2025-05-12,0,Not Shipped
SO/RAI/26/00205,2025-05-12,0,Not Shipped
SO/RAI/26/00206,2025-05-12,0,Not Shipped
SO/RAI/26/00207,2025-05-13,0,Not Shipped
SO/RAI/26/00208,2025-05-13,1,Fully Shipped
SO/RAI/26/00209,2025-05-13,1,Fully Shipped
SO/RAI/26/00210,2025-05-13,1,Fully Shipped
SO/RAI/26/00211,2025-05-13,0,Not Shipped
SO/RAI/26/00212,2025-05-13,0,Not Shipped
SO/RAI/26/00213,2025-05-13,1,Fully Shipped
SO/RAI/26/00214,2025-05-13,1,Fully Shipped
SO/RAI/26/00215,2025-05-31,0,Not Shipped
SO/RAI/26/00216,2025-05-13,0,Not Shipped
SO/RAI/26/00217,2025-05-13,1,Fully Shipped
SO/RAI/26/00218,2025-05-14,0,Not Shipped
SO/RAI/26/00219,2025-05-14,1,Fully Shipped
SO/RAI/26/00220,2025-05-14,0,Not Shipped
SO/RAI/26/00221,2025-08-25,1,Fully Shipped
SO/RAI/26/00222,2025-05-14,0,Not Shipped
SO/RAI/26/00223,2025-05-14,1,Fully Shipped
SO/RAI/26/00224,2025-05-14,0,Not Shipped
SO/RAI/26/00226,2025-05-14,0,Not Shipped
SO/RAI/26/00227,2025-05-14,0,Not Shipped
SO/RAI/26/00228,2025-05-15,0,Not Shipped
SO/RAI/26/00229,2025-05-15,0,Not Shipped
SO/RAI/26/00231,2025-05-15,0,Not Shipped
SO/RAI/26/00232,2025-05-15,1,Fully Shipped
SO/RAI/26/00233,2025-05-16,1,Fully Shipped
SO/RAI/26/00234,2025-05-16,0,Not Shipped
SO/RAI/26/00235,2025-05-16,0,Not Shipped
SO/RAI/26/00236,2025-05-16,1,Fully Shipped
SO/RAI/26/00237,2025-05-16,1,Fully Shipped
SO/RAI/26/00238,2025-05-16,1,Fully Shipped
SO/RAI/26/00239,2025-05-16,1,Fully Shipped
SO/RAI/26/00240,2025-05-17,1,Fully Shipped
SO/RAI/26/00241,2025-05-17,1,Fully Shipped
SO/RAI/26/00242,2025-05-17,1,Fully Shipped
SO/RAI/26/00243,2025-05-17,0,Not Shipped
SO/RAI/26/00245,2025-05-17,0,Not Shipped
SO/RAI/26/00246,2025-05-17,0,Not Shipped
SO/RAI/26/00247,2025-05-17,0,Not Shipped
SO/RAI/26/00248,2025-05-17,1,Fully Shipped
SO/RAI/26/00249,2025-05-17,0,Not Shipped
SO/RAI/26/00250,2025-05-17,1,Fully Shipped
SO/RAI/26/00251,2025-05-17,0,Not Shipped
SO/RAI/26/00252,2025-05-17,0,Not Shipped
SO/RAI/26/00253,2025-05-17,0,Not Shipped
SO/RAI/26/00254,2025-05-19,0,Not Shipped
SO/RAI/26/00255,2025-05-31,0,Not Shipped
SO/RAI/26/00257,2025-05-19,1,Fully Shipped
SO/RAI/26/00259,2025-05-19,0,Not Shipped
SO/RAI/26/00260,2025-05-19,0,Not Shipped
SO/RAI/26/00261,2025-05-19,0,Not Shipped
SO/RAI/26/00262,2025-05-19,1,Fully Shipped
SO/RAI/26/00263,2025-05-19,0,Not Shipped
SO/RAI/26/00264,2025-05-20,0,Not Shipped
SO/RAI/26/00265,2025-05-20,1,Fully Shipped
SO/RAI/26/00266,2025-05-20,1,Fully Shipped
SO/RAI/26/00267,2025-05-20,0,Not Shipped
SO/RAI/26/00268,2025-05-20,0,Not Shipped
SO/RAI/26/00270,2025-05-20,1,Fully Shipped
SO/RAI/26/00271,2025-05-20,1,Fully Shipped
SO/RAI/26/00272,2025-08-29,0,Not Shipped
SO/RAI/26/00273,2025-05-20,0,Not Shipped
SO/RAI/26/00274,2025-05-21,1,Fully Shipped
SO/RAI/26/00275,2025-05-21,1,Fully Shipped
SO/RAI/26/00276,2025-05-21,1,Fully Shipped
SO/RAI/26/00277,2025-05-21,0,Not Shipped
SO/RAI/26/00278,2025-05-21,1,Fully Shipped
SO/RAI/26/00279,2025-05-21,1,Fully Shipped
SO/RAI/26/00280,2025-05-21,0,Not Shipped
SO/RAI/26/00281,2025-05-21,1,Fully Shipped
SO/RAI/26/00282,2025-05-21,0,Not Shipped
SO/RAI/26/00283,2025-05-21,0,Not Shipped
SO/RAI/26/00284,2025-05-21,1,Fully Shipped
SO/RAI/26/00285,2025-05-21,1,Fully Shipped
SO/RAI/26/00286,2025-05-21,1,Fully Shipped
SO/RAI/26/00287,2025-05-22,0,Not Shipped
SO/RAI/26/00288,2025-05-22,1,Fully Shipped
SO/RAI/26/00289,2025-05-22,1,Fully Shipped
SO/RAI/26/00290,2025-05-23,1,Fully Shipped
SO/RAI/26/00291,2025-05-23,1,Fully Shipped
SO/RAI/26/00292,2025-05-23,0,Not Shipped
SO/RAI/26/00293,2025-05-23,0,Not Shipped
SO/RAI/26/00294,2025-05-23,1,Fully Shipped
SO/RAI/26/00295,2025-05-23,0,Not Shipped
SO/RAI/26/00296,2025-05-24,0,Not Shipped
SO/RAI/26/00297,2025-05-24,0,Not Shipped
SO/RAI/26/00298,2025-05-24,1,Fully Shipped
SO/RAI/26/00299,2025-05-24,0,Not Shipped
SO/RAI/26/00300,2025-05-24,1,Fully Shipped
SO/RAI/26/00301,2025-05-24,1,Fully Shipped
SO/RAI/26/00302,2025-05-24,0,Not Shipped
SO/RAI/26/00303,2025-05-24,1,Fully Shipped
SO/RAI/26/00304,2025-05-24,1,Fully Shipped
SO/RAI/26/00305,2025-05-24,1,Fully Shipped
SO/RAI/26/00306,2025-05-26,0,Not Shipped
SO/RAI/26/00307,2025-05-26,1,Fully Shipped
SO/RAI/26/00308,2025-05-26,0,Not Shipped
SO/RAI/26/00309,2025-05-26,1,Fully Shipped
