Item No.,Location Code,Description,Category,Subcategory,On_Hand,Stock_Value,Last Outward Date,Days Dormant,Status,Days Dormant Display
10306-W,LD-ROH-024,Solo 6M Plate - W,MODULAR,STATUS,560.0,26171.61,2025-10-31,68.0,Slow-Moving,68.0
10306-W,LD-SRI-025,Solo 6M Plate - W,MODULAR,STATUS,300.0,17447.870000000003,2025-10-29,70.0,Slow-Moving,70.0
10306-W,LF-AND-28,Solo 6M Plate - W,MODULAR,STATUS,1.0,36.35,2025-10-06,93.0,Slow-Moving,93.0
10306-W,LF-AND-N20,,MODULAR,STATUS,1.0,36.35,,,Dead,Never Moved
10306-W,LF-HAR-E57,,MODULAR,STATUS,6810.0,444560.5,2025-11-13,55.0,Active,55.0
10306-W,LF-HAR-G1,Solo 6M Plate - W,MODULAR,STATUS,407.0,16247.560000000001,,,Dead,Never Moved
10308-W,IN_TRANSIT,Solo 8HM Plate - W,MODULAR,STATUS,1174.0,56199.28,2025-11-14,54.0,Active,54.0
10308-W,LD-DHA-007,Solo 8HM Plate - W,MODULAR,STATUS,200.0,9571.2,2025-11-13,55.0,Active,55.0
10308-W,LD-GWA-010,Solo 8HM Plate - W,MODULAR,STATUS,140.0,6720.12,2025-11-10,58.0,Active,58.0
10308-W,LD-IND-012,,MODULAR,STATUS,90.0,4785.6,2025-10-31,68.0,Slow-Moving,68.0
10308-W,LD-JAB-013,,MODULAR,STATUS,7.0,8614.08,2025-10-31,68.0,Slow-Moving,68.0
10308-W,LD-JAI-014,Solo 8HM Plate - W,MODULAR,STATUS,127.0,7178.400000000001,2025-10-10,89.0,Slow-Moving,89.0
10308-W,LD-KOL-015,,MODULAR,STATUS,100.0,4834.93,2025-11-13,55.0,Active,55.0
10308-W,LD-LUC-017,Solo 8HM Plate - W,MODULAR,STATUS,1304.0,86144.06,2025-11-13,55.0,Active,55.0
10308-W,LD-MEE-019,Solo 8HM Plate - W,MODULAR,STATUS,103.0,8646.02,2025-10-30,69.0,Slow-Moving,69.0
10308-W,LD-RAI-022,,MODULAR,STATUS,70.0,95711.96,2025-11-11,57.0,Active,57.0
10308-W,LD-SRI-025,,MODULAR,STATUS,100.0,4785.6,,,Dead,Never Moved
10308-W,LF-AND-28,Solo 8HM Plate - W,MODULAR,STATUS,10.0,478.6,2025-10-06,93.0,Slow-Moving,93.0
10308-W,LF-AND-N20,,MODULAR,STATUS,10.0,478.6,,,Dead,Never Moved
10308-W,LF-HAR-E57,,MODULAR,STATUS,20.0,14358.0,2025-11-13,55.0,Active,55.0
10308-W,LF-HAR-G1,Solo 8HM Plate - W,MODULAR,STATUS,154.0,11244.2,2025-10-13,86.0,Slow-Moving,86.0
10309-W,IN_TRANSIT,Solo 8SQM Plate - W,MODULAR,STATUS,1464.0,69073.03,2025-10-31,68.0,Slow-Moving,68.0
10309-W,LD-GWA-010,Solo 8SQM Plate - W,MODULAR,STATUS,364.0,34643.78,2025-11-10,58.0,Active,58.0
10309-W,LD-IND-012,,MODULAR,STATUS,30.0,4812.0,2025-10-27,72.0,Slow-Moving,72.0
10309-W,LD-JAB-013,Solo 8SQM Plate - W,MODULAR,STATUS,1.0,1454.84,2025-10-31,68.0,Slow-Moving,68.0
10309-W,LD-JAI-014,Solo 8SQM Plate - W,MODULAR,STATUS,10.0,481.15,,,Dead,Never Moved
10309-W,LD-KOL-015,,MODULAR,STATUS,200.0,9698.96,,,Dead,Never Moved
10309-W,LD-MEE-019,,MODULAR,STATUS,487.0,28268.9,2025-10-31,68.0,Slow-Moving,68.0
10309-W,LD-RAI-022,,MODULAR,STATUS,40.0,12030.0,2025-11-07,61.0,Slow-Moving,61.0
10309-W,LD-RIS-23A,Solo 8SQM Plate - W,MODULAR,STATUS,480.0,23095.35,2025-10-31,68.0,Slow-Moving,68.0
10309-W,LD-ROH-024,Solo 8SQM Plate - W,MODULAR,STATUS,466.0,23095.35,2025-10-31,68.0,Slow-Moving,68.0
10309-W,LF-AND-28,Solo 8SQM Plate - W,MODULAR,STATUS,10.0,481.2,2025-10-06,93.0,Slow-Moving,93.0
10309-W,LF-AND-N20,,MODULAR,STATUS,10.0,481.2,2025-10-14,85.0,Slow-Moving,85.0
10309-W,LF-HAR-E57,,MODULAR,STATUS,1800.0,146766.0,2025-11-13,55.0,Active,55.0
10309-W,LF-HAR-G1,Solo 8SQM Plate - W,MODULAR,STATUS,189.0,11026.88,,,Dead,Never Moved
10312-W,IN_TRANSIT,Solo 12M Plate - W,MODULAR,STATUS,5116.0,288184.26,2025-11-12,56.0,Active,56.0
10312-W,LD-CEN-003,Solo 12M Plate - W,MODULAR,STATUS,1320.0,93748.31,2025-11-13,55.0,Active,55.0
10312-W,LD-DHA-007,Solo 12M Plate - W,MODULAR,STATUS,34.0,5632.98,2025-11-13,55.0,Active,55.0
10312-W,LD-GWA-010,,MODULAR,STATUS,445.0,81115.2,2025-11-10,58.0,Active,58.0
10312-W,LD-IND-012,,MODULAR,STATUS,30.0,1690.76,2025-11-12,56.0,Active,56.0
10312-W,LD-JAB-013,,MODULAR,STATUS,4.0,43937.22,2025-10-31,68.0,Slow-Moving,68.0
10312-W,LD-JAI-014,Solo 12M Plate - W,MODULAR,STATUS,80.0,8449.76,2025-10-15,84.0,Slow-Moving,84.0
10312-W,LD-KOL-015,,MODULAR,STATUS,10.0,2817.93,2025-11-13,55.0,Active,55.0
10312-W,LD-LUC-017,,MODULAR,STATUS,381.0,101393.59,2025-11-13,55.0,Active,55.0
10312-W,LD-MEE-019,,MODULAR,STATUS,1763.0,224471.71,2025-11-11,57.0,Active,57.0
10312-W,LD-PAT-021,Solo 12M Plate - W,MODULAR,STATUS,1160.0,100830.28,2025-11-10,58.0,Active,58.0
10312-W,LD-ROH-024,Solo 12M Plate - W,MODULAR,STATUS,180.0,10139.36,2025-10-31,68.0,Slow-Moving,68.0
10312-W,LD-SRI-025,,MODULAR,STATUS,60.0,3379.79,2025-09-20,109.0,Slow-Moving,109.0
10312-W,LD-ZIR-028,,MODULAR,STATUS,130.0,10139.36,2025-11-13,55.0,Active,55.0
10312-W,LF-AND-28,Solo 12M Plate - W,MODULAR,STATUS,6.0,337.98,2025-10-06,93.0,Slow-Moving,93.0
10312-W,LF-HAR-E57,,MODULAR,STATUS,9710.0,817348.3,2025-11-13,55.0,Active,55.0
10312-W,LF-HAR-G1,Solo 12M Plate - W,MODULAR,STATUS,433.0,25095.48,,,Dead,Never Moved
10316-W,IN_TRANSIT,,MODULAR,STATUS,300.0,23198.760000000002,2025-10-29,70.0,Slow-Moving,70.0
10316-W,LD-KOL-015,,MODULAR,STATUS,50.0,3866.3,,,Dead,Never Moved
10316-W,LD-PAT-021,Solo 16M Plate - W,MODULAR,STATUS,20.0,1923.36,2025-11-11,57.0,Active,57.0
10316-W,LD-RIS-23A,Solo 16M Plate - W,MODULAR,STATUS,30.0,2319.78,,,Dead,Never Moved
10316-W,LF-HAR-G1,Solo 16M Plate - W,MODULAR,STATUS,45.0,3941.49,,,Dead,Never Moved
10318-W,IN_TRANSIT,Solo 18M Plate - W,MODULAR,STATUS,804.0,62173.22,2025-10-31,68.0,Slow-Moving,68.0
10318-W,LD-GWA-010,Solo 18M Plate - W,MODULAR,STATUS,70.0,30157.14,2025-11-10,58.0,Active,58.0
10318-W,LD-IND-012,,MODULAR,STATUS,10.0,4639.56,2025-11-08,60.0,Active,60.0
10318-W,LD-KOL-015,,MODULAR,STATUS,50.0,3866.3,,,Dead,Never Moved
10318-W,LD-LUC-017,,MODULAR,STATUS,90.0,26290.84,2025-11-13,55.0,Active,55.0
10318-W,LD-MEE-019,,MODULAR,STATUS,81.0,9312.89,2025-11-07,61.0,Slow-Moving,61.0
10318-W,LD-PAT-021,Solo 18M Plate - W,MODULAR,STATUS,180.0,14691.94,2025-11-10,58.0,Active,58.0
10318-W,LD-RAI-022,Solo 18M Plate - W,MODULAR,STATUS,200.0,30930.4,2025-11-13,55.0,Active,55.0
10318-W,LD-RIS-23A,Solo 18M Plate - W,MODULAR,STATUS,50.0,3866.3,2025-10-31,68.0,Slow-Moving,68.0
10318-W,LF-HAR-E57,,MODULAR,STATUS,810.0,122954.7,2025-11-13,55.0,Active,55.0
10318-W,LF-HAR-G1,Solo 18M Plate - W,MODULAR,STATUS,42.0,3477.62,,,Dead,Never Moved
1036-W,LF-SIL-017,Piano Old Bell Push 6A - W,NON-MODULAR,GOLD,3580.0,58210.8,,,Dead,Never Moved
10381-W,IN_TRANSIT,Flow 1way Switch 6A - W,MODULAR,STATUS,1.0,0.0,,,Dead,Never Moved
10381-W,LF-AND-N20,,MODULAR,STATUS,16.0,210.24,,,Dead,Never Moved
10381-W,LF-HAR-E57,,MODULAR,STATUS,400.0,5008.0,,,Dead,Never Moved
10386-W,LF-HAR-E57,Flow 2way Switch 6A - W,MODULAR,STATUS,740.0,24841.8,,,Dead,Never Moved
10396-W,LF-HAR-E57,Flow 1way Switch 6A With Ind.,MODULAR,STATUS,1060.0,15900.0,,,Dead,Never Moved
10401-W,LF-HAR-E57,Flow 1way Switch 16A - W,MODULAR,STATUS,6300.0,232067.2,,,Dead,Never Moved
10402-W,IN_TRANSIT,Edge 2M Plate White - W,MODULAR,STATUS,61.0,1742.7,2025-11-12,56.0,Active,56.0
10402-W,LD-COI-006,Edge 2M Plate White - W,MODULAR,STATUS,30.0,857.06,,,Dead,Never Moved
10402-W,LD-DHA-007,,MODULAR,STATUS,100.0,2856.88,2025-10-31,68.0,Slow-Moving,68.0
10402-W,LD-JAB-013,,MODULAR,STATUS,70.0,2856.88,2025-10-28,71.0,Slow-Moving,71.0
10402-W,LD-JAI-014,Edge 2M Plate White - W,MODULAR,STATUS,154.0,5142.38,2025-10-28,71.0,Slow-Moving,71.0
10402-W,LD-KOL-015,Edge 2M Plate White - W,MODULAR,STATUS,100.0,2856.88,,,Dead,Never Moved
10402-W,LF-VAS-006,Edge 2M Plate White - W,MODULAR,STATUS,180.0,4529.2,2025-11-11,57.0,Active,57.0
10403-W,IN_TRANSIT,,MODULAR,STATUS,457.0,17369.2,2025-11-11,57.0,Active,57.0
10403-W,LD-COI-006,Edge 3M Plate White - W,MODULAR,STATUS,20.0,760.14,,,Dead,Never Moved
10403-W,LD-JAB-013,,MODULAR,STATUS,40.0,3800.7,2025-10-30,69.0,Slow-Moving,69.0
10403-W,LD-JAI-014,Edge 3M Plate White - W,MODULAR,STATUS,150.0,12542.31,2025-10-28,71.0,Slow-Moving,71.0
10403-W,LD-KOL-015,Edge 3M Plate White - W,MODULAR,STATUS,100.0,3800.7,,,Dead,Never Moved
10403-W,LD-MEE-019,Edge 3M Plate White - W,MODULAR,STATUS,700.0,30405.6,2025-09-24,105.0,Slow-Moving,105.0
10403-W,LF-VAS-006,Edge 3M Plate White - W,MODULAR,STATUS,1020.0,47277.0,2025-11-11,57.0,Active,57.0
10404-W,IN_TRANSIT,,MODULAR,STATUS,160.0,6500.96,2025-11-12,56.0,Active,56.0
10404-W,LD-COI-006,Edge 4M Plate White - W,MODULAR,STATUS,30.0,1218.93,,,Dead,Never Moved
10404-W,LD-DHA-007,,MODULAR,STATUS,40.0,1625.24,2025-10-31,68.0,Slow-Moving,68.0
10404-W,LD-GWA-010,Edge 4M Plate White - W,MODULAR,STATUS,120.0,8126.2,2025-10-27,72.0,Slow-Moving,72.0
10404-W,LD-JAB-013,,MODULAR,STATUS,40.0,4063.1,2025-10-30,69.0,Slow-Moving,69.0
10404-W,LD-JAI-014,,MODULAR,STATUS,252.0,11376.68,2025-10-28,71.0,Slow-Moving,71.0
10404-W,LD-KOL-015,Edge 4M Plate White - W,MODULAR,STATUS,100.0,4063.1,,,Dead,Never Moved
10404-W,LD-LUC-017,,MODULAR,STATUS,180.0,7313.58,,,Dead,Never Moved
10404-W,LD-MEE-019,Edge 4M Plate White - W,MODULAR,STATUS,360.0,14627.16,2025-09-24,105.0,Slow-Moving,105.0
10404-W,LF-VAS-006,Edge 4M Plate White - W,MODULAR,STATUS,390.0,19324.5,2025-11-11,57.0,Active,57.0
10406-W,IN_TRANSIT,,MODULAR,STATUS,652.0,35719.31,2025-11-12,56.0,Active,56.0
10406-W,LD-COI-006,Edge 6M Plate White - W,MODULAR,STATUS,30.0,1643.53,,,Dead,Never Moved
10406-W,LD-DHA-007,,MODULAR,STATUS,30.0,1643.53,2025-10-31,68.0,Slow-Moving,68.0
10406-W,LD-GWA-010,,MODULAR,STATUS,130.0,10956.84,2025-10-27,72.0,Slow-Moving,72.0
10406-W,LD-IND-012,Edge 6M Plate White - W,MODULAR,STATUS,100.0,5478.42,2025-10-29,70.0,Slow-Moving,70.0
10406-W,LD-JAI-014,Edge 6M Plate White - W,MODULAR,STATUS,206.0,20270.15,2025-10-28,71.0,Slow-Moving,71.0
10406-W,LD-KOL-015,Edge 6M Plate White - W,MODULAR,STATUS,100.0,5478.42,,,Dead,Never Moved
10406-W,LD-MEE-019,Edge 6M Plate White - W,MODULAR,STATUS,600.0,43827.36,2025-09-24,105.0,Slow-Moving,105.0
10406-W,LD-ZIR-028,,MODULAR,STATUS,40.0,2191.37,2025-09-15,114.0,Slow-Moving,114.0
10406-W,LF-VAS-006,Edge 6M Plate White - W,MODULAR,STATUS,1030.0,68814.3,2025-11-11,57.0,Active,57.0
10408-W,IN_TRANSIT,,MODULAR,STATUS,310.0,23485.54,2025-11-12,56.0,Active,56.0
10408-W,LD-COI-006,Edge 8HM Plate White - W,MODULAR,STATUS,30.0,2272.79,,,Dead,Never Moved
10408-W,LD-DHA-007,,MODULAR,STATUS,240.0,18182.35,2025-10-31,68.0,Slow-Moving,68.0
10408-W,LD-GWA-010,Edge 8HM Plate White - W,MODULAR,STATUS,50.0,3787.99,2025-09-23,106.0,Slow-Moving,106.0
10408-W,LD-IND-012,Edge 8HM Plate White - W,MODULAR,STATUS,80.0,7575.98,2025-10-29,70.0,Slow-Moving,70.0
10408-W,LD-JAB-013,,MODULAR,STATUS,20.0,7575.98,2025-10-30,69.0,Slow-Moving,69.0
10408-W,LD-JAI-014,Edge 8HM Plate White - W,MODULAR,STATUS,230.0,25758.33,2025-10-28,71.0,Slow-Moving,71.0
10408-W,LD-KOL-015,Edge 8HM Plate White - W,MODULAR,STATUS,100.0,7575.98,,,Dead,Never Moved
10408-W,LD-LUC-017,,MODULAR,STATUS,130.0,18182.35,2025-11-03,65.0,Slow-Moving,65.0
10408-W,LD-MEE-019,Edge 8HM Plate White - W,MODULAR,STATUS,190.0,18182.35,2025-09-24,105.0,Slow-Moving,105.0
10408-W,LD-PAT-021,Edge 8HM Plate White - W,MODULAR,STATUS,230.0,18182.35,2025-10-31,68.0,Slow-Moving,68.0
10408-W,LF-VAS-006,Edge 8HM Plate White - W,MODULAR,STATUS,269.0,24852.91,2025-11-11,57.0,Active,57.0
10409-W,IN_TRANSIT,,MODULAR,STATUS,150.0,11363.97,2025-10-24,75.0,Slow-Moving,75.0
10409-W,LD-GWA-010,,MODULAR,STATUS,100.0,7575.98,2025-10-27,72.0,Slow-Moving,72.0
10409-W,LD-JAI-014,Edge 8SQM Plate White - W,MODULAR,STATUS,20.0,2272.79,2025-10-10,89.0,Slow-Moving,89.0
10409-W,LD-MEE-019,Edge 8SQM Plate White - W,MODULAR,STATUS,380.0,32576.71,2025-09-24,105.0,Slow-Moving,105.0
10409-W,LD-PAT-021,Edge 8SQM Plate White - W,MODULAR,STATUS,30.0,2272.79,2025-09-23,106.0,Slow-Moving,106.0
10409-W,LF-VAS-006,Edge 8SQM Plate White - W,MODULAR,STATUS,359.0,33168.01,2025-11-10,58.0,Active,58.0
10412-W,IN_TRANSIT,,MODULAR,STATUS,620.0,51846.630000000005,2025-11-12,56.0,Active,56.0
10412-W,LD-COI-006,Edge 12M Plate White - W,MODULAR,STATUS,20.0,1672.47,,,Dead,Never Moved
10412-W,LD-DHA-007,,MODULAR,STATUS,140.0,11707.3,2025-10-31,68.0,Slow-Moving,68.0
10412-W,LD-GWA-010,Edge 12M Plate White - W,MODULAR,STATUS,80.0,11707.3,2025-10-27,72.0,Slow-Moving,72.0
10412-W,LD-IND-012,Edge 12M Plate White - W,MODULAR,STATUS,140.0,11707.3,2025-10-29,70.0,Slow-Moving,70.0
10412-W,LD-JAB-013,,MODULAR,STATUS,50.0,12543.54,2025-10-30,69.0,Slow-Moving,69.0
10412-W,LD-JAI-014,Edge 12M Plate White - W,MODULAR,STATUS,204.0,20069.66,2025-10-28,71.0,Slow-Moving,71.0
10412-W,LD-KOL-015,Edge 12M Plate White - W,MODULAR,STATUS,70.0,5853.65,,,Dead,Never Moved
10412-W,LD-LUC-017,,MODULAR,STATUS,240.0,35121.91,2025-11-03,65.0,Slow-Moving,65.0
10412-W,LD-MEE-019,Edge 12M Plate White - W,MODULAR,STATUS,410.0,35121.91,2025-09-24,105.0,Slow-Moving,105.0
10412-W,LD-PAT-021,Edge 12M Plate White - W,MODULAR,STATUS,250.0,35121.91,2025-11-12,56.0,Active,56.0
10412-W,LD-RAI-022,Edge 12M Plate White - W,MODULAR,STATUS,20.0,1672.47,2025-10-08,91.0,Slow-Moving,91.0
10412-W,LF-VAS-006,Edge 12M Plate White - W,MODULAR,STATUS,580.0,59148.4,2025-11-11,57.0,Active,57.0
10416-W,LD-COI-006,Edge 16M Plate White - W,MODULAR,STATUS,20.0,2353.89,,,Dead,Never Moved
10416-W,LD-KOL-015,Edge 16M Plate White - W,MODULAR,STATUS,60.0,7061.68,,,Dead,Never Moved
10416-W,LD-LUC-017,,MODULAR,STATUS,60.0,7061.68,,,Dead,Never Moved
10416-W,LD-PAT-021,,MODULAR,STATUS,20.0,2353.89,2025-10-31,68.0,Slow-Moving,68.0
10416-W,LF-VAS-006,Edge 16M Plate White - W,MODULAR,STATUS,20.0,2870.6,2025-11-05,63.0,Slow-Moving,63.0
10418-W,IN_TRANSIT,,MODULAR,STATUS,80.0,9415.57,2025-11-11,57.0,Active,57.0
10418-W,LD-COI-006,Edge 18M Plate White - W,MODULAR,STATUS,20.0,2353.89,,,Dead,Never Moved
10418-W,LD-GWA-010,Edge 18M Plate White - W,MODULAR,STATUS,60.0,7061.67,2025-09-30,99.0,Slow-Moving,99.0
10418-W,LD-JAB-013,,MODULAR,STATUS,20.0,5884.73,2025-10-30,69.0,Slow-Moving,69.0
10418-W,LD-JAI-014,Edge 18M Plate White - W,MODULAR,STATUS,40.0,5884.73,2025-10-10,89.0,Slow-Moving,89.0
10418-W,LD-KOL-015,Edge 18M Plate White - W,MODULAR,STATUS,40.0,4707.78,,,Dead,Never Moved
10418-W,LD-LUC-017,,MODULAR,STATUS,40.0,4707.78,,,Dead,Never Moved
10418-W,LD-MEE-019,Edge 18M Plate White - W,MODULAR,STATUS,30.0,3530.84,,,Dead,Never Moved
10418-W,LD-PAT-021,Edge 18M Plate White - W,MODULAR,STATUS,40.0,4707.78,2025-10-31,68.0,Slow-Moving,68.0
10418-W,LF-VAS-006,Edge 18M Plate White - W,MODULAR,STATUS,49.0,7032.97,2025-11-11,57.0,Active,57.0
10431-W,LF-HAR-G1,Rock 1way Switch 6A - W,MODULAR,STATUS,300.0,5730.0,,,Dead,Never Moved
10436-W,LF-HAR-G1,Rock 2way Switch 6A - W,MODULAR,STATUS,440.0,18009.2,,,Dead,Never Moved
10441-W,LF-HAR-G1,Rock Bell Push 6A - W,MODULAR,STATUS,300.0,12279.0,,,Dead,Never Moved
10451-W,LF-HAR-G1,Rock 2way Switch 16A - W,MODULAR,STATUS,500.0,34110.0,,,Dead,Never Moved
10502-CC,IN_TRANSIT,,MODULAR,STATUS,1082.0,0.0,2025-11-12,56.0,Active,56.0
10502-CC,LD-CUT-003,Edge 2M Metallic Colour Plate - CC,MODULAR,STATUS,90.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10502-CC,LD-DHA-007,,MODULAR,STATUS,220.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10502-CC,LD-KOL-015,Edge 2M Metallic Colour Plate - CC,MODULAR,STATUS,10.0,0.0,2025-10-30,69.0,Slow-Moving,69.0
10502-CC,LD-PAT-021,,MODULAR,STATUS,20.0,0.0,2025-10-29,70.0,Slow-Moving,70.0
10502-CC,LD-RIS-23A,Edge 2M Metallic Colour Plate - CC,MODULAR,STATUS,130.0,0.0,2025-09-13,116.0,Slow-Moving,116.0
10502-CC,LF-HAR-G1,,MODULAR,STATUS,140.0,854.0,2025-10-13,86.0,Slow-Moving,86.0
10502-CC,LF-VAS-006,,MODULAR,STATUS,529.0,0.0,2025-11-13,55.0,Active,55.0
10502-EG,IN_TRANSIT,Edge 2M Metallic Colour Plate - EG,MODULAR,STATUS,1001.0,44.44,2025-11-11,57.0,Active,57.0
10502-EG,LD-CUT-003,,MODULAR,STATUS,300.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10502-EG,LD-DHA-007,,MODULAR,STATUS,60.0,0.0,2025-11-14,54.0,Active,54.0
10502-EG,LD-IND-012,Edge 2M Metallic Colour Plate - EG,MODULAR,STATUS,10.0,0.0,,,Dead,Never Moved
10502-EG,LD-KOL-015,,MODULAR,STATUS,40.0,0.0,2025-11-06,62.0,Slow-Moving,62.0
10502-EG,LD-PAT-021,,MODULAR,STATUS,70.0,0.0,2025-11-13,55.0,Active,55.0
10502-EG,LF-VAS-006,Edge 2M Metallic Colour Plate - EG,MODULAR,STATUS,24.0,0.0,2025-11-13,55.0,Active,55.0
10502-GG,IN_TRANSIT,,MODULAR,STATUS,1000.0,36314.31,2025-11-12,56.0,Active,56.0
10502-GG,LD-CUT-003,Edge 2M Metallic Colour Plate - GG,MODULAR,STATUS,360.0,14888.86,2025-09-30,99.0,Slow-Moving,99.0
10502-GG,LD-IND-012,Edge 2M Metallic Colour Plate - GG,MODULAR,STATUS,10.0,363.14,,,Dead,Never Moved
10502-GG,LD-KOL-015,Edge 2M Metallic Colour Plate - GG,MODULAR,STATUS,40.0,1452.57,,,Dead,Never Moved
10502-GG,LD-RIS-23A,Edge 2M Metallic Colour Plate - GG,MODULAR,STATUS,50.0,2905.15,2025-09-13,116.0,Slow-Moving,116.0
10502-GG,LF-VAS-006,,MODULAR,STATUS,1009.0,0.0,2025-11-13,55.0,Active,55.0
10502-SB,IN_TRANSIT,Edge 2M Metallic Colour Plate - SB,MODULAR,STATUS,2001.0,0.0,2025-11-11,57.0,Active,57.0
10502-SB,LD-DHA-007,Edge 2M Metallic Colour Plate - SB,MODULAR,STATUS,220.0,0.0,2025-11-13,55.0,Active,55.0
10502-SB,LD-IND-012,Edge 2M Metallic Colour Plate - SB,MODULAR,STATUS,10.0,0.0,,,Dead,Never Moved
10502-SB,LD-KOL-015,Edge 2M Metallic Colour Plate - SB,MODULAR,STATUS,60.0,0.0,2025-10-24,75.0,Slow-Moving,75.0
10502-SB,LD-PAT-021,Edge 2M Metallic Colour Plate - SB,MODULAR,STATUS,50.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10502-SB,LD-RIS-23A,Edge 2M Metallic Colour Plate - SB,MODULAR,STATUS,220.0,0.0,2025-09-17,112.0,Slow-Moving,112.0
10502-SB,LF-VAS-006,Edge 2M Metallic Colour Plate - SB,MODULAR,STATUS,1712.0,0.0,2025-11-13,55.0,Active,55.0
10503-CC,IN_TRANSIT,,MODULAR,STATUS,1267.0,0.0,2025-09-20,109.0,Slow-Moving,109.0
10503-CC,LD-CUT-003,Edge 3M Metallic Colour Plate - CC,MODULAR,STATUS,250.0,0.0,2025-10-24,75.0,Slow-Moving,75.0
10503-CC,LD-DHA-007,Edge 3M Metallic Colour Plate - CC,MODULAR,STATUS,140.0,0.0,2025-10-30,69.0,Slow-Moving,69.0
10503-CC,LD-KOL-015,Edge 3M Metallic Colour Plate - CC,MODULAR,STATUS,20.0,0.0,2025-10-30,69.0,Slow-Moving,69.0
10503-CC,LD-RIS-23A,Edge 3M Metallic Colour Plate - CC,MODULAR,STATUS,190.0,0.0,2025-09-13,116.0,Slow-Moving,116.0
10503-CC,LF-VAS-006,,MODULAR,STATUS,372.0,0.0,2025-11-13,55.0,Active,55.0
10503-EG,IN_TRANSIT,Edge 3M Metallic Colour Plate - EG,MODULAR,STATUS,1017.0,0.0,2025-11-12,56.0,Active,56.0
10503-EG,LD-DHA-007,,MODULAR,STATUS,190.0,0.0,2025-09-29,100.0,Slow-Moving,100.0
10503-EG,LD-IND-012,Edge 3M Metallic Colour Plate - EG,MODULAR,STATUS,10.0,0.0,,,Dead,Never Moved
10503-EG,LD-KOL-015,,MODULAR,STATUS,40.0,0.0,2025-11-06,62.0,Slow-Moving,62.0
10503-EG,LD-PAT-021,Edge 3M Metallic Colour Plate - EG,MODULAR,STATUS,500.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10503-EG,LF-VAS-006,,MODULAR,STATUS,83.0,0.0,2025-11-13,55.0,Active,55.0
10503-GG,IN_TRANSIT,,MODULAR,STATUS,900.0,0.0,2025-09-19,110.0,Slow-Moving,110.0
10503-GG,LD-IND-012,Edge 3M Metallic Colour Plate - GG,MODULAR,STATUS,10.0,0.0,,,Dead,Never Moved
10503-GG,LD-KOL-015,Edge 3M Metallic Colour Plate - GG,MODULAR,STATUS,40.0,0.0,,,Dead,Never Moved
10503-GG,LD-RIS-23A,Edge 3M Metallic Colour Plate - GG,MODULAR,STATUS,60.0,0.0,2025-09-13,116.0,Slow-Moving,116.0
10503-GG,LF-VAS-006,,MODULAR,STATUS,1126.0,0.0,2025-11-13,55.0,Active,55.0
10503-SB,IN_TRANSIT,,MODULAR,STATUS,2407.0,0.0,2025-11-11,57.0,Active,57.0
10503-SB,LD-DHA-007,Edge 3M Metallic Colour Plate - SB,MODULAR,STATUS,150.0,0.0,2025-11-13,55.0,Active,55.0
10503-SB,LD-IND-012,Edge 3M Metallic Colour Plate - SB,MODULAR,STATUS,10.0,0.0,,,Dead,Never Moved
10503-SB,LD-KOL-015,Edge 3M Metallic Colour Plate - SB,MODULAR,STATUS,60.0,0.0,2025-10-24,75.0,Slow-Moving,75.0
10503-SB,LD-PAT-021,Edge 3M Metallic Colour Plate - SB,MODULAR,STATUS,20.0,0.0,2025-11-08,60.0,Active,60.0
10503-SB,LD-RIS-23A,Edge 3M Metallic Colour Plate - SB,MODULAR,STATUS,250.0,0.0,2025-09-17,112.0,Slow-Moving,112.0
10503-SB,LF-VAS-006,Edge 3M Metallic Colour Plate - SB,MODULAR,STATUS,1303.0,0.0,2025-11-13,55.0,Active,55.0
10504-CC,IN_TRANSIT,,MODULAR,STATUS,1081.0,0.0,2025-09-26,103.0,Slow-Moving,103.0
10504-CC,LD-DHA-007,Edge 4M Metallic Colour Plate - CC,MODULAR,STATUS,310.0,0.0,2025-10-07,92.0,Slow-Moving,92.0
10504-CC,LD-KOL-015,Edge 4M Metallic Colour Plate - CC,MODULAR,STATUS,10.0,0.0,2025-10-30,69.0,Slow-Moving,69.0
10504-CC,LD-RIS-23A,Edge 4M Metallic Colour Plate - CC,MODULAR,STATUS,120.0,0.0,2025-09-13,116.0,Slow-Moving,116.0
10504-CC,LF-VAS-006,,MODULAR,STATUS,150.0,0.0,2025-11-13,55.0,Active,55.0
10504-EG,IN_TRANSIT,,MODULAR,STATUS,660.0,0.0,2025-11-10,58.0,Active,58.0
10504-EG,LD-CUT-003,,MODULAR,STATUS,360.0,0.0,2025-10-31,68.0,Slow-Moving,68.0
10504-EG,LD-DHA-007,Edge 4M Metallic Colour Plate - EG,MODULAR,STATUS,70.0,0.0,2025-10-08,91.0,Slow-Moving,91.0
10504-EG,LD-IND-012,Edge 4M Metallic Colour Plate - EG,MODULAR,STATUS,10.0,0.0,,,Dead,Never Moved
10504-EG,LD-KOL-015,,MODULAR,STATUS,40.0,0.0,2025-11-06,62.0,Slow-Moving,62.0
