Item_No,Description,Location Code,Stock_Qty,Status
18076-W,No Description,IN_TRANSIT,3300.0,CRITICAL (Critical)
18076-W,No Description,LD-CUT-003,300.0,CRITICAL (Critical)
18076-W,No Description,LD-HUB-029,120.0,CRITICAL (Critical)
18076-W,No Description,LD-IND-012,35.0,CRITICAL (Critical)
18076-W,No Description,LD-JAI-014,51.0,CRITICAL (Critical)
18076-W,No Description,LD-MEE-019,300.0,CRITICAL (Critical)
18076-W,No Description,LD-PAT-021,600.0,CRITICAL (Critical)
18076-W,No Description,LD-ROH-024,900.0,CRITICAL (Critical)
18076-W,No Description,LF-HAR-G1,2.0,CRITICAL (Critical)
18076-W,No Description,LF-VAS-006,1175.0,CRITICAL (Critical)
18076-W,No Description,LW-BHI-58,100.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,IN_TRANSIT,76.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LD-CSN-001,60.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LD-GWA-010,56.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LD-JAI-014,530.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LD-PAT-021,943.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LD-ROH-024,100.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LD-SRI-025,200.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LD-VIJ-027,20.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LD-ZIR-028,100.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LF-HAR-G1,126.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LF-VAS-006,115.0,CRITICAL (Critical)
18081-W,Estella Mini Step Fan Regulator - W,LW-GHA-59,3.0,CRITICAL (Critical)
18081-W,No Description,IN_TRANSIT,2163.0,CRITICAL (Critical)
18081-W,No Description,LD-CUT-003,401.0,CRITICAL (Critical)
18081-W,No Description,LD-EAS-008,40.0,CRITICAL (Critical)
18081-W,No Description,LD-GWA-010,400.0,CRITICAL (Critical)
18081-W,No Description,LD-HUB-029,10.0,CRITICAL (Critical)
18081-W,No Description,LD-IND-012,40.0,CRITICAL (Critical)
18081-W,No Description,LD-JAB-013,300.0,CRITICAL (Critical)
18081-W,No Description,LD-JAI-014,2.0,CRITICAL (Critical)
18081-W,No Description,LD-LUC-017,631.0,CRITICAL (Critical)
18081-W,No Description,LD-PAT-021,440.0,CRITICAL (Critical)
18081-W,No Description,LD-RIS-23A,10.0,CRITICAL (Critical)
18081-W,No Description,LD-ROH-024,200.0,CRITICAL (Critical)
18081-W,No Description,LF-HAR-G1,56.0,CRITICAL (Critical)
18081-W,No Description,LW-GHA-59,160.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,IN_TRANSIT,72.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,LD-CUT-003,70.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,LD-DHA-007,80.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,LD-GWA-010,40.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,LD-JAI-014,62.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,LD-PAT-021,881.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,LD-RAI-022,7.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,LD-VIJ-027,70.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,LF-HAR-G1,891.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,LF-VAS-006,1555.0,CRITICAL (Critical)
18086-W,Estella Medium Step Regulator - W,LW-GHA-59,1.0,CRITICAL (Critical)
18086-W,No Description,IN_TRANSIT,587.0,CRITICAL (Critical)
18086-W,No Description,LD-CUT-003,140.0,CRITICAL (Critical)
18086-W,No Description,LD-GWA-010,100.0,CRITICAL (Critical)
18086-W,No Description,LD-HUB-029,18.0,CRITICAL (Critical)
18086-W,No Description,LD-IND-012,17.0,CRITICAL (Critical)
18086-W,No Description,LD-JAI-014,60.0,CRITICAL (Critical)
18086-W,No Description,LD-LUC-017,50.0,CRITICAL (Critical)
18086-W,No Description,LD-ROH-024,200.0,CRITICAL (Critical)
18086-W,No Description,LF-HAR-G1,41.0,CRITICAL (Critical)
18091-W,Estella Blue Led Indicator - W,IN_TRANSIT,112.0,CRITICAL (Critical)
18091-W,Estella Blue Led Indicator - W,LD-PAT-021,330.0,CRITICAL (Critical)
18091-W,Estella Blue Led Indicator - W,LD-RAI-022,23.0,CRITICAL (Critical)
18091-W,Estella Blue Led Indicator - W,LD-SRI-025,1.0,CRITICAL (Critical)
18091-W,Estella Blue Led Indicator - W,LD-VIJ-027,20.0,CRITICAL (Critical)
18091-W,Estella Blue Led Indicator - W,LF-HAR-G1,496.0,CRITICAL (Critical)
18091-W,No Description,IN_TRANSIT,5309.0,CRITICAL (Critical)
18091-W,No Description,LD-HUB-029,10.0,CRITICAL (Critical)
18091-W,No Description,LD-IND-012,36.0,CRITICAL (Critical)
18091-W,No Description,LD-JAI-014,1.0,CRITICAL (Critical)
18091-W,No Description,LD-ZIR-028,40.0,CRITICAL (Critical)
18091-W,No Description,LF-VAS-006,2040.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,IN_TRANSIT,259.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LD-DHA-007,40.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LD-GWA-010,538.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LD-HUB-029,200.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LD-IND-012,100.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LD-JAI-014,236.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LD-LUC-017,460.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LD-PAT-021,1660.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LD-RIS-23A,408.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LD-ROH-024,28.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LD-VIJ-027,20.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LF-HAR-G1,1120.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LF-VAS-006,648.0,CRITICAL (Critical)
18096-W,Estella Blank Plate - W,LW-GHA-59,2430.0,CRITICAL (Critical)
18096-W,No Description,IN_TRANSIT,7660.0,CRITICAL (Critical)
18096-W,No Description,LD-HUB-029,220.0,CRITICAL (Critical)
18096-W,No Description,LD-IND-012,80.0,CRITICAL (Critical)
18096-W,No Description,LD-JAI-014,200.0,CRITICAL (Critical)
18096-W,No Description,LD-MEE-019,400.0,CRITICAL (Critical)
18096-W,No Description,LD-RIS-23A,1000.0,CRITICAL (Critical)
18096-W,No Description,LD-ROH-024,600.0,CRITICAL (Critical)
18096-W,No Description,LD-ZIR-028,240.0,CRITICAL (Critical)
18096-W,No Description,LF-HAR-G1,1.0,CRITICAL (Critical)
18106-W,Estella T.V. Antenna Socket - W,IN_TRANSIT,56.0,CRITICAL (Critical)
18106-W,Estella T.V. Antenna Socket - W,LD-MEE-019,20.0,CRITICAL (Critical)
18106-W,Estella T.V. Antenna Socket - W,LF-HAR-G1,380.0,CRITICAL (Critical)
18106-W,No Description,IN_TRANSIT,80.0,CRITICAL (Critical)
18106-W,No Description,LF-HAR-G1,14.0,CRITICAL (Critical)
18111-W,Estella Telephone Jack - W,LD-PAT-021,4.0,CRITICAL (Critical)
18111-W,Estella Telephone Jack - W,LF-HAR-G1,100.0,CRITICAL (Critical)
18111-W,No Description,IN_TRANSIT,120.0,CRITICAL (Critical)
18111-W,No Description,LD-RIS-23A,20.0,CRITICAL (Critical)
18116-W,Estella Cat 5 Socket - W,LF-HAR-G1,60.0,CRITICAL (Critical)
18116-W,Estella Cat 5 Socket - W,LW-GHA-59,20.0,CRITICAL (Critical)
18116-W,No Description,IN_TRANSIT,200.0,CRITICAL (Critical)
18126-W,Estella Combo USB Charger Socket 2.2A - W,IN_TRANSIT,35.0,CRITICAL (Critical)
18126-W,Estella Combo USB Charger Socket 2.2A - W,LD-GWA-010,2.0,CRITICAL (Critical)
18126-W,Estella Combo USB Charger Socket 2.2A - W,LD-PAT-021,80.0,CRITICAL (Critical)
18126-W,Estella Combo USB Charger Socket 2.2A - W,LF-HAR-G1,112.0,CRITICAL (Critical)
18126-W,Estella Combo USB Charger Socket 2.2A - W,LF-VAS-006,40.0,CRITICAL (Critical)
18126-W,Estella Combo USB Charger Socket 2.2A - W,LW-GHA-59,40.0,CRITICAL (Critical)
18126-W,No Description,IN_TRANSIT,281.0,CRITICAL (Critical)
18126-W,No Description,LD-GWA-010,20.0,CRITICAL (Critical)
18126-W,No Description,LD-JAI-014,1.0,CRITICAL (Critical)
18126-W,No Description,LD-ROH-024,100.0,CRITICAL (Critical)
18126-W,No Description,LD-SRI-025,100.0,CRITICAL (Critical)
18126-W,No Description,LF-HAR-G1,40.0,CRITICAL (Critical)
18126-W,No Description,LF-VAS-006,20.0,CRITICAL (Critical)
18146-W,Estella Led Combo Lamp - W,LD-CUT-003,90.0,CRITICAL (Critical)
18146-W,Estella Led Combo Lamp - W,LD-JAI-014,20.0,CRITICAL (Critical)
18146-W,Estella Led Combo Lamp - W,LD-ROH-024,10.0,CRITICAL (Critical)
18146-W,Estella Led Combo Lamp - W,LD-ZIR-028,6.0,CRITICAL (Critical)
18146-W,Estella Led Combo Lamp - W,LF-HAR-G1,100.0,CRITICAL (Critical)
18146-W,No Description,IN_TRANSIT,370.0,CRITICAL (Critical)
18146-W,No Description,LD-JAB-013,40.0,CRITICAL (Critical)
18146-W,No Description,LD-JAI-014,5.0,CRITICAL (Critical)
18146-W,No Description,LD-ZIR-028,20.0,CRITICAL (Critical)
18146-W,No Description,LF-VAS-006,80.0,CRITICAL (Critical)
18151-W,Estella Motor Starter 25A - W,IN_TRANSIT,36.0,CRITICAL (Critical)
18151-W,Estella Motor Starter 25A - W,LD-MEE-019,20.0,CRITICAL (Critical)
18151-W,Estella Motor Starter 25A - W,LD-PAT-021,20.0,CRITICAL (Critical)
18151-W,Estella Motor Starter 25A - W,LD-ROH-024,9.0,CRITICAL (Critical)
18151-W,Estella Motor Starter 25A - W,LF-HAR-G1,31.0,CRITICAL (Critical)
18151-W,No Description,IN_TRANSIT,14.0,CRITICAL (Critical)
18151-W,No Description,LD-JAI-014,17.0,CRITICAL (Critical)
18151-W,No Description,LD-PAT-021,20.0,CRITICAL (Critical)
18151-W,No Description,LD-ROH-024,50.0,CRITICAL (Critical)
18151-W,No Description,LF-HAR-G1,9.0,CRITICAL (Critical)
18181-W,Estella Hotel Key Tag Set with 32A D.P. - W,IN_TRANSIT,5.0,CRITICAL (Critical)
18181-W,Estella Hotel Key Tag Set with 32A D.P. - W,LF-VAS-006,471.0,CRITICAL (Critical)
18181-W,Estella Hotel Key Tag Set with 32A D.P. - W,LW-GHA-59,200.0,CRITICAL (Critical)
18181-W,No Description,LD-ROH-024,10.0,CRITICAL (Critical)
18186-W,No Description,IN_TRANSIT,100.0,CRITICAL (Critical)
18186-W,No Description,LF-VAS-006,110.0,CRITICAL (Critical)
18191-W,Estella Buzzer - W,LF-VAS-006,302.0,CRITICAL (Critical)
18191-W,No Description,IN_TRANSIT,180.0,CRITICAL (Critical)
18191-W,No Description,LD-ROH-024,10.0,CRITICAL (Critical)
1831-MW,Gold Indicator - MW,IN_TRANSIT,285.0,CRITICAL (Critical)
1831-MW,Gold Indicator - MW,LD-BAN-002,1660.0,CRITICAL (Critical)
1831-MW,Gold Indicator - MW,LD-CSN-001,80.0,CRITICAL (Critical)
1831-MW,Gold Indicator - MW,LD-HUB-029,1080.0,CRITICAL (Critical)
1831-MW,Gold Indicator - MW,LD-MEE-019,100.0,CRITICAL (Critical)
1831-MW,Gold Indicator - MW,LF-HAR-E57,380.0,CRITICAL (Critical)
1831-MW,Gold Indicator - MW,LF-HAR-G1,979.0,CRITICAL (Critical)
1831-MW,No Description,IN_TRANSIT,604.0,CRITICAL (Critical)
1831-MW,No Description,LD-BAN-002,1660.0,CRITICAL (Critical)
1831-MW,No Description,LD-ROH-024,100.0,CRITICAL (Critical)
1831-MW,No Description,LF-AND-N20,2.0,CRITICAL (Critical)
1831-MW,No Description,LF-HAR-G1,161.0,CRITICAL (Critical)
1831-MW,No Description,LF-SIL-017,20.0,CRITICAL (Critical)
1831-W,Gold Indicator - W,LD-RAI-022,20.0,CRITICAL (Critical)
1831-W,No Description,IN_TRANSIT,4800.0,CRITICAL (Critical)
1831-W,No Description,LD-DHA-007,19.0,CRITICAL (Critical)
1831-W,No Description,LD-RAI-022,800.0,CRITICAL (Critical)
1831-W,No Description,LF-SIL-017,3560.0,CRITICAL (Critical)
18406-W,Estella MCB 6A SP  - W,LD-LUC-017,80.0,CRITICAL (Critical)
18406-W,Estella MCB 6A SP  - W,LD-MEE-019,20.0,CRITICAL (Critical)
18406-W,Estella MCB 6A SP  - W,LF-HAR-G1,140.0,CRITICAL (Critical)
18406-W,No Description,IN_TRANSIT,333.0,CRITICAL (Critical)
18406-W,No Description,LD-CUT-003,21.0,CRITICAL (Critical)
18406-W,No Description,LD-PAT-021,340.0,CRITICAL (Critical)
18410-W,Estella MCB 10A SP - W,LD-DHA-007,40.0,CRITICAL (Critical)
18410-W,Estella MCB 10A SP - W,LD-LUC-017,60.0,CRITICAL (Critical)
18410-W,Estella MCB 10A SP - W,LF-HAR-G1,80.0,CRITICAL (Critical)
18410-W,Estella MCB 10A SP - W,LW-GHA-59,20.0,CRITICAL (Critical)
18410-W,No Description,IN_TRANSIT,60.0,CRITICAL (Critical)
18410-W,No Description,LD-CUT-003,20.0,CRITICAL (Critical)
18410-W,No Description,LD-HUB-029,48.0,CRITICAL (Critical)
18410-W,No Description,LD-IND-012,20.0,CRITICAL (Critical)
18410-W,No Description,LD-PAT-021,360.0,CRITICAL (Critical)
18416-W,Estella MCB 16A SP - W,IN_TRANSIT,2.0,CRITICAL (Critical)
18416-W,Estella MCB 16A SP - W,LD-DHA-007,60.0,CRITICAL (Critical)
18416-W,Estella MCB 16A SP - W,LD-GWA-010,60.0,CRITICAL (Critical)
18416-W,Estella MCB 16A SP - W,LD-IND-012,2.0,CRITICAL (Critical)
18416-W,Estella MCB 16A SP - W,LD-MEE-019,20.0,CRITICAL (Critical)
18416-W,Estella MCB 16A SP - W,LD-PAT-021,120.0,CRITICAL (Critical)
18416-W,Estella MCB 16A SP - W,LD-ROH-024,80.0,CRITICAL (Critical)
18416-W,Estella MCB 16A SP - W,LF-HAR-G1,118.0,CRITICAL (Critical)
18416-W,No Description,IN_TRANSIT,841.0,CRITICAL (Critical)
18416-W,No Description,LD-CUT-003,20.0,CRITICAL (Critical)
18416-W,No Description,LD-IND-012,20.0,CRITICAL (Critical)
18416-W,No Description,LD-LUC-017,50.0,CRITICAL (Critical)
18416-W,No Description,LD-PAT-021,300.0,CRITICAL (Critical)
18416-W,No Description,LD-ROH-024,80.0,CRITICAL (Critical)
18416-W,No Description,LF-VAS-006,42.0,CRITICAL (Critical)
18420-W,Estella MCB 20A SP - W,IN_TRANSIT,12.0,CRITICAL (Critical)
18420-W,Estella MCB 20A SP - W,LD-JAI-014,40.0,CRITICAL (Critical)
18420-W,Estella MCB 20A SP - W,LD-PAT-021,520.0,CRITICAL (Critical)
18420-W,Estella MCB 20A SP - W,LD-VIJ-027,80.0,CRITICAL (Critical)
18420-W,Estella MCB 20A SP - W,LF-HAR-G1,200.0,CRITICAL (Critical)
18420-W,Estella MCB 20A SP - W,LW-GHA-59,10.0,CRITICAL (Critical)
18420-W,No Description,IN_TRANSIT,350.0,CRITICAL (Critical)
18420-W,No Description,LD-GWA-010,40.0,CRITICAL (Critical)
18420-W,No Description,LD-JAI-014,2.0,CRITICAL (Critical)
18420-W,No Description,LD-PAT-021,20.0,CRITICAL (Critical)
18425-W,Estella MCB 25A SP - W,IN_TRANSIT,16.0,CRITICAL (Critical)
18425-W,Estella MCB 25A SP - W,LD-GWA-010,200.0,CRITICAL (Critical)
18425-W,Estella MCB 25A SP - W,LD-IND-012,1.0,CRITICAL (Critical)
18425-W,Estella MCB 25A SP - W,LF-HAR-G1,100.0,CRITICAL (Critical)
18425-W,No Description,IN_TRANSIT,980.0,CRITICAL (Critical)
18425-W,No Description,LD-CUT-003,40.0,CRITICAL (Critical)
18425-W,No Description,LD-PAT-021,20.0,CRITICAL (Critical)
18425-W,No Description,LD-ROH-024,300.0,CRITICAL (Critical)
18432-W,Estella MCB 32A SP - W,IN_TRANSIT,88.0,CRITICAL (Critical)
18432-W,Estella MCB 32A SP - W,LD-DHA-007,40.0,CRITICAL (Critical)
18432-W,Estella MCB 32A SP - W,LD-HUB-029,60.0,CRITICAL (Critical)
18432-W,Estella MCB 32A SP - W,LD-IND-012,40.0,CRITICAL (Critical)
18432-W,Estella MCB 32A SP - W,LD-JAI-014,200.0,CRITICAL (Critical)
18432-W,Estella MCB 32A SP - W,LD-MEE-019,18.0,CRITICAL (Critical)
18432-W,Estella MCB 32A SP - W,LD-ROH-024,160.0,CRITICAL (Critical)
18432-W,Estella MCB 32A SP - W,LD-VIJ-027,60.0,CRITICAL (Critical)
18432-W,Estella MCB 32A SP - W,LF-HAR-G1,418.0,CRITICAL (Critical)
18432-W,No Description,IN_TRANSIT,750.0,CRITICAL (Critical)
18432-W,No Description,LD-CEN-003,80.0,CRITICAL (Critical)
18432-W,No Description,LD-MEE-019,100.0,CRITICAL (Critical)
18432-W,No Description,LF-HAR-G1,10.0,CRITICAL (Critical)
18432-W,No Description,LF-VAS-006,10.0,CRITICAL (Critical)
18432-W,No Description,LW-GHA-59,3.0,CRITICAL (Critical)
18501-W,Estella 1M Plate - W,LD-IND-012,20.0,CRITICAL (Critical)
18501-W,Estella 1M Plate - W,LD-LUC-017,60.0,CRITICAL (Critical)
18501-W,Estella 1M Plate - W,LD-PAT-021,10.0,CRITICAL (Critical)
18501-W,Estella 1M Plate - W,LD-VIJ-027,10.0,CRITICAL (Critical)
18501-W,Estella 1M Plate - W,LF-HAR-G1,300.0,CRITICAL (Critical)
18501-W,Estella 1M Plate - W,LW-GHA-59,39.0,CRITICAL (Critical)
18501-W,No Description,IN_TRANSIT,1190.0,CRITICAL (Critical)
18501-W,No Description,LD-PAT-021,120.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,IN_TRANSIT,31.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LD-CUT-003,421.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LD-DHA-007,69.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LD-HUB-029,40.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LD-IND-012,20.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LD-JAB-013,50.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LD-JAI-014,124.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LD-LUC-017,180.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LD-ROH-024,100.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LD-VIJ-027,20.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LD-ZIR-028,390.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LF-HAR-G1,808.0,CRITICAL (Critical)
18502-W,Estella 2M Plate - W,LW-GHA-59,1.0,CRITICAL (Critical)
18502-W,No Description,IN_TRANSIT,3140.0,CRITICAL (Critical)
18502-W,No Description,LD-GWA-010,75.0,CRITICAL (Critical)
18502-W,No Description,LD-IND-012,2.0,CRITICAL (Critical)
18502-W,No Description,LD-MEE-019,23.0,CRITICAL (Critical)
18502-W,No Description,LD-PAT-021,290.0,CRITICAL (Critical)
18502-W,No Description,LD-RIS-23A,10.0,CRITICAL (Critical)
18502-W,No Description,LD-ROH-024,100.0,CRITICAL (Critical)
18502-W,No Description,LF-HAR-G1,22.0,CRITICAL (Critical)
18502-W,No Description,LF-VAS-006,174.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,IN_TRANSIT,34.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LD-HUB-029,10.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LD-IND-012,10.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LD-JAB-013,50.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LD-JAI-014,115.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LD-LUC-017,440.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LD-RAI-022,90.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LD-VIJ-027,18.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LD-ZIR-028,50.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LF-HAR-G1,897.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LF-VAS-006,2060.0,CRITICAL (Critical)
18503-W,Estella 3M Plate - W,LW-GHA-59,7.0,CRITICAL (Critical)
18503-W,No Description,IN_TRANSIT,3116.0,CRITICAL (Critical)
18503-W,No Description,LD-CSN-001,60.0,CRITICAL (Critical)
18503-W,No Description,LD-CUT-003,100.0,CRITICAL (Critical)
18503-W,No Description,LD-GWA-010,40.0,CRITICAL (Critical)
18503-W,No Description,LD-IND-012,7.0,CRITICAL (Critical)
18503-W,No Description,LD-MEE-019,390.0,CRITICAL (Critical)
18503-W,No Description,LD-PAT-021,895.0,CRITICAL (Critical)
18503-W,No Description,LD-RIS-23A,103.0,CRITICAL (Critical)
18503-W,No Description,LD-ROH-024,100.0,CRITICAL (Critical)
18503-W,No Description,LF-HAR-G1,4.0,CRITICAL (Critical)
18503-W,No Description,LF-VAS-006,800.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,IN_TRANSIT,6.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,LD-CUT-003,100.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,LD-IND-012,20.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,LD-JAI-014,394.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,LD-LUC-017,142.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,LD-PAT-021,95.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,LD-VIJ-027,14.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,LD-ZIR-028,440.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,LF-HAR-G1,269.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,LF-VAS-006,525.0,CRITICAL (Critical)
18504-W,Estella 4M Plate - W,LW-GHA-59,37.0,CRITICAL (Critical)
18504-W,No Description,IN_TRANSIT,3597.0,CRITICAL (Critical)
18504-W,No Description,LD-CUT-003,200.0,CRITICAL (Critical)
18504-W,No Description,LD-IND-012,12.0,CRITICAL (Critical)
18504-W,No Description,LD-LUC-017,360.0,CRITICAL (Critical)
18504-W,No Description,LD-PAT-021,450.0,CRITICAL (Critical)
18504-W,No Description,LD-RIS-23A,60.0,CRITICAL (Critical)
18504-W,No Description,LD-ROH-024,220.0,CRITICAL (Critical)
18504-W,No Description,LF-HAR-G1,3.0,CRITICAL (Critical)
18504-W,No Description,LF-VAS-006,1200.0,CRITICAL (Critical)
18506-W,Estella 6M Plate - W,IN_TRANSIT,12.0,CRITICAL (Critical)
18506-W,Estella 6M Plate - W,LD-DHA-007,50.0,CRITICAL (Critical)
18506-W,Estella 6M Plate - W,LD-IND-012,20.0,CRITICAL (Critical)
18506-W,Estella 6M Plate - W,LD-JAI-014,242.0,CRITICAL (Critical)
18506-W,Estella 6M Plate - W,LD-LUC-017,351.0,CRITICAL (Critical)
18506-W,Estella 6M Plate - W,LD-RAI-022,59.0,CRITICAL (Critical)
18506-W,Estella 6M Plate - W,LD-VIJ-027,5.0,CRITICAL (Critical)
18506-W,Estella 6M Plate - W,LF-HAR-G1,903.0,CRITICAL (Critical)
18506-W,No Description,IN_TRANSIT,5209.0,CRITICAL (Critical)
18506-W,No Description,LD-CUT-003,180.0,CRITICAL (Critical)
18506-W,No Description,LD-GWA-010,40.0,CRITICAL (Critical)
18506-W,No Description,LD-IND-012,43.0,CRITICAL (Critical)
18506-W,No Description,LD-JAI-014,100.0,CRITICAL (Critical)
18506-W,No Description,LD-MEE-019,42.0,CRITICAL (Critical)
18506-W,No Description,LD-PAT-021,570.0,CRITICAL (Critical)
18506-W,No Description,LD-ROH-024,760.0,CRITICAL (Critical)
18506-W,No Description,LF-HAR-G1,1.0,CRITICAL (Critical)
18506-W,No Description,LF-VAS-006,6469.0,CRITICAL (Critical)
18506-W,No Description,LW-GHA-59,5.0,CRITICAL (Critical)
18508-W,Estella 8HM Plate - W,IN_TRANSIT,50.0,CRITICAL (Critical)
18508-W,Estella 8HM Plate - W,LD-IND-012,30.0,CRITICAL (Critical)
18508-W,Estella 8HM Plate - W,LD-JAB-013,55.0,CRITICAL (Critical)
18508-W,Estella 8HM Plate - W,LD-JAI-014,100.0,CRITICAL (Critical)
18508-W,Estella 8HM Plate - W,LD-LUC-017,270.0,CRITICAL (Critical)
18508-W,Estella 8HM Plate - W,LD-MEE-019,140.0,CRITICAL (Critical)
18508-W,Estella 8HM Plate - W,LD-VIJ-027,3.0,CRITICAL (Critical)
18508-W,Estella 8HM Plate - W,LF-HAR-G1,369.0,CRITICAL (Critical)
18508-W,Estella 8HM Plate - W,LF-VAS-006,180.0,CRITICAL (Critical)
18508-W,No Description,IN_TRANSIT,1573.0,CRITICAL (Critical)
18508-W,No Description,LD-CEN-003,10.0,CRITICAL (Critical)
18508-W,No Description,LD-CUT-003,270.0,CRITICAL (Critical)
18508-W,No Description,LD-DHA-007,170.0,CRITICAL (Critical)
18508-W,No Description,LD-HUB-029,10.0,CRITICAL (Critical)
18508-W,No Description,LD-IND-012,20.0,CRITICAL (Critical)
18508-W,No Description,LD-PAT-021,575.0,CRITICAL (Critical)
18508-W,No Description,LD-RIS-23A,10.0,CRITICAL (Critical)
18508-W,No Description,LD-ROH-024,500.0,CRITICAL (Critical)
18508-W,No Description,LD-VAR-026,10.0,CRITICAL (Critical)
18508-W,No Description,LF-HAR-G1,4.0,CRITICAL (Critical)
18508-W,No Description,LW-GHA-59,7.0,CRITICAL (Critical)
18509-W,Estella 8SQM Plate - W,IN_TRANSIT,2.0,CRITICAL (Critical)
18509-W,Estella 8SQM Plate - W,LD-CEN-003,30.0,CRITICAL (Critical)
18509-W,Estella 8SQM Plate - W,LD-IND-012,30.0,CRITICAL (Critical)
18509-W,Estella 8SQM Plate - W,LF-HAR-G1,299.0,CRITICAL (Critical)
18509-W,No Description,IN_TRANSIT,1649.0,CRITICAL (Critical)
18509-W,No Description,LD-GWA-010,20.0,CRITICAL (Critical)
18509-W,No Description,LD-IND-012,20.0,CRITICAL (Critical)
18509-W,No Description,LD-PAT-021,120.0,CRITICAL (Critical)
18509-W,No Description,LD-ROH-024,150.0,CRITICAL (Critical)
18509-W,No Description,LF-VAS-006,860.0,CRITICAL (Critical)
18512-W,Estella 12M Plate - W,IN_TRANSIT,18.0,CRITICAL (Critical)
18512-W,Estella 12M Plate - W,LD-DHA-007,150.0,CRITICAL (Critical)
18512-W,Estella 12M Plate - W,LD-GWA-010,20.0,CRITICAL (Critical)
18512-W,Estella 12M Plate - W,LD-IND-012,60.0,CRITICAL (Critical)
