PO_No,Vendor,Order_Date,Last_Receiving_No,Last_Receipt_Date,Outstanding_Qty,Days_Difference,Delivery_Status,Month
PO/DEL/26/00223,Super shakti trading co,01-09-2025,PPR/DEL/26/00742,02-09-2025,0.0,1,≤15 days,September 2025
PO/DEL/26/00224,KRIMCO INDUSTRIES PVT LTD,01-09-2025,PPR/DEL/26/00939,02-09-2025,260.0,1,≤15 days,September 2025
PO/DEL/26/00225,Club India,01-09-2025,PPR/DEL/26/00707,30-08-2025,0.0,-2,No Receipt,August 2025
PO/DEL/26/00226,Palak Metals Co.,01-09-2025,PPR/DEL/26/01116,06-11-2025,607.0,66,>15 days,November 2025
PO/DEL/26/00227,Unimaxe Switchgear,01-09-2025,PPR/DEL/26/00885,20-09-2025,500.0,19,>15 days,September 2025
PO/DEL/26/00228,Shiv Shakti Packaging Industries,01-09-2025,PPR/DEL/26/00825,20-09-2025,9.0,19,>15 days,September 2025
PO/DEL/26/00229,PW PRINTWAYS INDIA PRIVATE LIMITED,01-09-2025,PPR/DEL/26/00743,03-09-2025,27640.0,2,≤15 days,September 2025
PO/DEL/26/00230,Ramaya Packaging,01-09-2025,PPR/DEL/26/00785,01-09-2025,0.0,0,≤15 days,September 2025
PO/DEL/26/00231,Super shakti trading co,31-08-2025,PPR/DEL/26/00669,30-08-2025,0.091,-1,No Receipt,August 2025
PO/DEL/26/00232,SRI MADHAV PACKERS,31-08-2025,PPR/DEL/26/00664,18-08-2025,0.0,-13,No Receipt,August 2025
PO/DEL/26/00233,PASUPATY INDUSTRIES,04-09-2025,PPR/DEL/26/00738,09-09-2025,0.0,5,≤15 days,September 2025
PO/DEL/26/00234,Rohit Enterprise,13-09-2025,PPR/DEL/26/00932,28-09-2025,49500.0,15,≤15 days,September 2025
PO/DEL/26/00235,AMAN ENTERPRISES,13-09-2025,PPR/DEL/26/00854,15-09-2025,0.0,2,≤15 days,September 2025
PO/DEL/26/00236,JAI BHARAT INDUSTRY,13-09-2025,PPR/DEL/26/00895,25-09-2025,0.0,12,≤15 days,September 2025
PO/DEL/26/00237,Drishti metals co.-HD,13-09-2025,PPR/DEL/26/00766,17-09-2025,16000.0,4,≤15 days,September 2025
PO/DEL/26/00238,Leo Electrical and Electronic Corporation,13-09-2025,PPR/DEL/26/00963,30-09-2025,10500.0,17,>15 days,September 2025
PO/DEL/26/00239,TELCON BIMETALS,13-09-2025,PPR/DEL/26/00842,20-09-2025,0.0,7,≤15 days,September 2025
PO/DEL/26/00240,KRIMCO INDUSTRIES PVT LTD,13-09-2025,PPR/DEL/26/01024,08-10-2025,70.0,25,>15 days,October 2025
PO/DEL/26/00241,LincLite Power Controls,13-09-2025,PPR/DEL/26/01111,31-10-2025,209.0,48,>15 days,October 2025
PO/DEL/26/00242,SAMKO SWITCHGEARS PVT LTD,22-09-2025,NAN,No Receipt,1000.0,,No Receipt,No Receipt
PO/DEL/26/00243,MAA NARAYANI CREATION,15-09-2025,PPR/DEL/26/00964,04-10-2025,96.0,19,>15 days,October 2025
PO/DEL/26/00244,Leo Electrical and Electronic Corporation,20-09-2025,PPR/DEL/26/00839,20-09-2025,0.0,0,≤15 days,September 2025
PO/DEL/26/00245,Raajas Technologies Pvt Ltd,20-09-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/DEL/26/00246,PM Cona Industries Pvt Ltd - HARIDWAR,24-09-2025,PPR/DEL/26/00900,24-09-2025,8576.0,0,≤15 days,September 2025
PO/DEL/26/00247,WILSON ENGINEERING INDUSTRY,26-09-2025,NAN,No Receipt,100000.0,,No Receipt,No Receipt
PO/DEL/26/00248,Leo Electrical and Electronic Corporation,26-09-2025,PPR/DEL/26/00947,30-09-2025,11500.0,4,≤15 days,September 2025
PO/DEL/26/00249,Rohit Enterprise,26-09-2025,PPR/DEL/26/01060,15-10-2025,100000.0,19,>15 days,October 2025
PO/DEL/26/00250,Drishti metals co.-HD,26-09-2025,NAN,No Receipt,50000.0,,No Receipt,No Receipt
PO/DEL/26/00251,PASUPATY INDUSTRIES,26-09-2025,PPR/DEL/26/00946,30-09-2025,0.0,4,≤15 days,September 2025
PO/DEL/26/00252,Khyati Enterprise,26-09-2025,NAN,No Receipt,30000.0,,No Receipt,No Receipt
PO/DEL/26/00253,Super shakti trading co,26-09-2025,PPR/DEL/26/00942,26-09-2025,0.0,0,≤15 days,September 2025
PO/DEL/26/00254,ELIXIR ENGG & ELECTRICAL INDUSTRIES,26-09-2025,NAN,No Receipt,20000.0,,No Receipt,No Receipt
PO/DEL/26/00255,ZODIAC METAL STRIPS LTD,26-09-2025,PPR/DEL/26/00985,04-10-2025,1028.0,8,≤15 days,October 2025
PO/DEL/26/00256,RAMA ENGINEERING WORKS,26-09-2025,NAN,No Receipt,10000.0,,No Receipt,No Receipt
PO/DEL/26/00257,nan,26-09-2025,NAN,No Receipt,0.0,,No Receipt,No Receipt
PO/DEL/26/00258,Ajay Enterprises,01-10-2025,NAN,No Receipt,6000.0,,No Receipt,No Receipt
PO/DEL/26/00259,LincLite Power Controls,01-10-2025,PPR/DEL/26/01110,31-10-2025,30.0,30,>15 days,October 2025
PO/DEL/26/00260,NEW SANGAM SPRINGS,01-10-2025,PPR/DEL/26/00979,01-10-2025,0.0,0,≤15 days,October 2025
PO/DEL/26/00261,Leo Electrical and Electronic Corporation,01-10-2025,PPR/DEL/26/01164,10-11-2025,37500.0,40,>15 days,November 2025
PO/DEL/26/00262,Rohit Enterprise,01-10-2025,PPR/DEL/26/01130,06-11-2025,434800.0,36,>15 days,November 2025
PO/DEL/26/00263,WILSON ENGINEERING INDUSTRY,01-10-2025,PPR/DEL/26/01037,14-10-2025,0.0,13,≤15 days,October 2025
PO/DEL/26/00264,VIKAS AUTOMATES,01-10-2025,PPR/DEL/26/01066,15-10-2025,0.0,14,≤15 days,October 2025
PO/DEL/26/00265,JAI BHARAT INDUSTRY,01-10-2025,PPR/DEL/26/01038,14-10-2025,0.0,13,≤15 days,October 2025
PO/DEL/26/00266,ARIHANT COMPONENTS,01-10-2025,PPR/DEL/26/00997,06-10-2025,0.13,5,≤15 days,October 2025
PO/DEL/26/00267,Khyati Enterprise,01-10-2025,PPR/DEL/26/01162,27-10-2025,0.0,26,>15 days,October 2025
PO/DEL/26/00268,ELIXIR ENGG & ELECTRICAL INDUSTRIES,01-10-2025,PPR/DEL/26/01061,15-10-2025,101050.0,14,≤15 days,October 2025
PO/DEL/26/00269,Drishti metals co.-HD,01-10-2025,PPR/DEL/26/01025,01-10-2025,20000.0,0,≤15 days,October 2025
PO/DEL/26/00270,PASUPATY INDUSTRIES,01-10-2025,PPR/DEL/26/01004,10-10-2025,5000.0,9,≤15 days,October 2025
PO/DEL/26/00271,RAHUL ENTERPRISES-2,01-10-2025,PPR/DEL/26/01028,08-10-2025,0.0,7,≤15 days,October 2025
PO/DEL/26/00272,Jitender plastic,01-10-2025,PPR/DEL/26/01039,14-10-2025,82000.0,13,≤15 days,October 2025
PO/DEL/26/00273,TELCON BIMETALS,01-10-2025,PPR/DEL/26/00961,30-09-2025,30500.0,-1,No Receipt,September 2025
PO/DEL/26/00274,Super shakti trading co,01-10-2025,PPR/DEL/26/01044,15-10-2025,0.994,14,≤15 days,October 2025
PO/DEL/26/00275,KRIMCO INDUSTRIES PVT LTD,01-10-2025,PPR/DEL/26/01108,31-10-2025,2462.0,30,>15 days,October 2025
PO/DEL/26/00276,Club India,01-10-2025,NAN,No Receipt,25000.0,,No Receipt,No Receipt
PO/DEL/26/00277,Unimaxe Switchgear,01-10-2025,PPR/DEL/26/01102,30-10-2025,3750.0,29,>15 days,October 2025
PO/DEL/26/00278,Palak Metals Co.,01-10-2025,NAN,No Receipt,2400.0,,No Receipt,No Receipt
PO/DEL/26/00279,ZODIAC METAL STRIPS LTD,01-10-2025,PPR/DEL/26/00986,04-10-2025,41.0,3,≤15 days,October 2025
PO/DEL/26/00280,AMAN ENTERPRISES,01-10-2025,PPR/DEL/26/01003,10-10-2025,75000.0,9,≤15 days,October 2025
PO/DEL/26/00281,Raajas Technologies Pvt Ltd,01-10-2025,PPR/DEL/26/01167,10-11-2025,14500.0,40,>15 days,November 2025
PO/DEL/26/00282,RAMA ENGINEERING WORKS,01-10-2025,PPR/DEL/26/00999,07-10-2025,13500.0,6,≤15 days,October 2025
PO/DEL/26/00283,AMPRO INDUSTRIES,01-10-2025,PPR/DEL/26/01085,18-10-2025,0.0,17,>15 days,October 2025
PO/DEL/26/00284,Leo Electrical and Electronic Corporation,01-10-2025,PPR/DEL/26/01176,12-11-2025,15420.0,42,>15 days,November 2025
PO/DEL/26/00285,Palak Metals Co.,14-10-2025,PPR/DEL/26/01168,10-11-2025,0.0,27,>15 days,November 2025
PO/DEL/26/00286,PW PRINTWAYS INDIA PRIVATE LIMITED,14-10-2025,PPR/DEL/26/01091,16-10-2025,33800.0,2,≤15 days,October 2025
PO/DEL/26/00287,Shiv Shakti Packaging Industries,14-10-2025,PPR/DEL/26/01163,10-11-2025,36.0,27,>15 days,November 2025
PO/DEL/26/00288,Leo Electrical and Electronic Corporation,16-10-2025,PPR/DEL/26/01064,16-10-2025,4150.0,0,≤15 days,October 2025
PO/DEL/26/00289,NEW SANGAM SPRINGS,01-11-2025,PPR/DEL/26/01121,06-11-2025,0.0,5,≤15 days,November 2025
PO/DEL/26/00290,Leo Electrical and Electronic Corporation,01-11-2025,PPR/DEL/26/01177,12-11-2025,625270.0,11,≤15 days,November 2025
PO/DEL/26/00291,Rohit Enterprise,01-11-2025,PPR/DEL/26/01174,11-11-2025,520100.0,10,≤15 days,November 2025
PO/DEL/26/00292,WILSON ENGINEERING INDUSTRY,01-11-2025,PPR/DEL/26/01123,06-11-2025,0.0,5,≤15 days,November 2025
PO/DEL/26/00293,VIKAS AUTOMATES,01-11-2025,PPR/DEL/26/01125,06-11-2025,0.0,5,≤15 days,November 2025
PO/DEL/26/00294,JAI BHARAT INDUSTRY,01-11-2025,PPR/DEL/26/01122,06-11-2025,0.0,5,≤15 days,November 2025
PO/DEL/26/00295,ARIHANT COMPONENTS,01-11-2025,PPR/DEL/26/01170,10-11-2025,0.0,9,≤15 days,November 2025
PO/DEL/26/00296,Khyati Enterprise,01-11-2025,PPR/DEL/26/01172,11-11-2025,79096.0,10,≤15 days,November 2025
PO/DEL/26/00297,ELIXIR ENGG & ELECTRICAL INDUSTRIES,01-11-2025,PPR/DEL/26/01173,11-11-2025,21000.0,10,≤15 days,November 2025
PO/DEL/26/00298,Drishti metals co.-HD,01-11-2025,PPR/DEL/26/01120,06-11-2025,0.0,5,≤15 days,November 2025
PO/DEL/26/00299,RAHUL ENTERPRISES-2,01-11-2025,NAN,No Receipt,3.0,,No Receipt,No Receipt
PO/DEL/26/00300,Jitender plastic,01-11-2025,NAN,No Receipt,160000.0,,No Receipt,No Receipt
PO/DEL/26/00301,PASUPATY INDUSTRIES,01-11-2025,PPR/DEL/26/01124,06-11-2025,0.0,5,≤15 days,November 2025
PO/DEL/26/00302,TELCON BIMETALS,01-11-2025,NAN,No Receipt,36500.0,,No Receipt,No Receipt
PO/DEL/26/00303,Super shakti trading co,01-11-2025,NAN,No Receipt,380.0,,No Receipt,No Receipt
PO/DEL/26/00304,KRIMCO INDUSTRIES PVT LTD,01-11-2025,PPR/DEL/26/01119,06-11-2025,650.0,5,≤15 days,November 2025
PO/DEL/26/00305,Club India,01-11-2025,PPR/DEL/26/01160,08-11-2025,0.0,7,≤15 days,November 2025
PO/DEL/26/00306,LincLite Power Controls,01-11-2025,NAN,No Receipt,420.0,,No Receipt,No Receipt
PO/DEL/26/00307,Bhagwati Thermopack,01-11-2025,NAN,No Receipt,5000.0,,No Receipt,No Receipt
PO/DEL/26/00308,PW PRINTWAYS INDIA PRIVATE LIMITED,01-11-2025,PPR/DEL/26/01114,06-11-2025,5920.0,5,≤15 days,November 2025
PO/DEL/26/00309,RAMA ENGINEERING WORKS,01-11-2025,NAN,No Receipt,30000.0,,No Receipt,No Receipt
PO/DEL/26/00310,Palak Metals Co.,01-11-2025,PPR/DEL/26/01165,10-11-2025,0.0,9,≤15 days,November 2025
PO/DEL/26/00311,AMPRO INDUSTRIES,04-11-2025,PPR/DEL/26/01171,11-11-2025,1500.0,7,≤15 days,November 2025
PO/HAR/26/00001,Matrix Technologies,09-04-2025,PPR/HAR/26/00279,30-04-2025,0.0,21,>15 days,April 2025
PO/HAR/26/00002,D.R.POLYMERS PVT.LTD.,01-04-2025,PPR/HAR/26/00101,22-04-2025,0.0,21,>15 days,April 2025
PO/HAR/26/00003,SHREE RADHIKA PLAST LLP,01-04-2025,PPR/HAR/26/00020,08-04-2025,0.0,7,≤15 days,April 2025
PO/HAR/26/00004,SUNRISE POLYMER,01-04-2025,PPR/HAR/26/00090,08-04-2025,0.0,7,≤15 days,April 2025
PO/HAR/26/00005,PANKAJ POLYMERS,01-04-2025,PPR/HAR/26/00036,04-04-2025,0.0,3,≤15 days,April 2025
PO/HAR/26/00006,REPRO POLYTECH,01-04-2025,PPR/HAR/26/00043,07-04-2025,0.0,6,≤15 days,April 2025
PO/HAR/26/00007,RAM LAL RAM CHANDRA (INDIA) LTD.,01-04-2025,PPR/HAR/26/00140,03-04-2025,0.0,2,≤15 days,April 2025
PO/HAR/26/00008,Radiant Electronics,01-04-2025,PPR/HAR/26/01407,15-09-2025,0.0,167,>15 days,September 2025
PO/HAR/26/00009,AUTOTEK CABLES PVT.LTD.,01-04-2025,PPR/HAR/26/00149,18-04-2025,65.4,17,>15 days,April 2025
PO/HAR/26/00010,RUPAL PLASTICS PVT LTD,01-04-2025,PPR/HAR/26/00070,16-04-2025,0.0,15,≤15 days,April 2025
PO/HAR/26/00011,P.P.ASSEMBLING,01-04-2025,PPR/HAR/26/00160,30-04-2025,5.0,29,>15 days,April 2025
PO/HAR/26/00012,SAI PRASAD ELECTRIC WORKS,01-04-2025,PPR/HAR/26/00048,10-04-2025,0.0,9,≤15 days,April 2025
PO/HAR/26/00013,HITECH SCREWS & RIVETS,01-04-2025,PPR/HAR/26/00180,30-04-2025,359.2,29,>15 days,April 2025
PO/HAR/26/00014,SIDDHISAI INDUSTRIES,01-04-2025,PPR/HAR/26/00265,14-04-2025,540.0,13,≤15 days,April 2025
PO/HAR/26/00015,Jagdamba Industries,01-04-2025,NAN,No Receipt,2400.0,,No Receipt,No Receipt
PO/HAR/26/00016,DURGESH METAL FINISHING WORKS,01-04-2025,PPR/HAR/26/00310,08-05-2025,0.0,37,>15 days,May 2025
PO/HAR/26/00017,GAIN ELECTRONICS,01-04-2025,PPR/HAR/26/00120,26-04-2025,0.0,25,>15 days,April 2025
PO/HAR/26/00018,BRS ELECTRONICS,01-04-2025,PPR/HAR/26/00173,30-04-2025,18200.0,29,>15 days,April 2025
PO/HAR/26/00019,PRAGATI ENTERPRISES,01-04-2025,PPR/HAR/26/00189,29-04-2025,0.0,28,>15 days,April 2025
PO/HAR/26/00020,TIRUPATI SALES CORPORATION,01-04-2025,PPR/HAR/26/00205,25-04-2025,17.0,24,>15 days,April 2025
PO/HAR/26/00021,MAHAVIR COMPUTER STATIONERY & XEROX,01-04-2025,PPR/HAR/26/00024,14-04-2025,0.0,13,≤15 days,April 2025
PO/HAR/26/00022,SHREE BALAJI PRINTERS,01-04-2025,PPR/HAR/26/00197,21-04-2025,0.0,20,>15 days,April 2025
PO/HAR/26/00023,RAJAN ELETRICALS,01-04-2025,PPR/HAR/26/00102,22-04-2025,0.0,21,>15 days,April 2025
PO/HAR/26/00024,LALIT ENTERPRISES,01-04-2025,PPR/HAR/26/00125,25-04-2025,10000.0,24,>15 days,April 2025
PO/HAR/26/00025,Acer Industries,01-04-2025,PPR/HAR/26/00167,30-04-2025,236450.0,29,>15 days,April 2025
PO/HAR/26/00026,PAARTH INDUSTRIES,01-04-2025,PPR/HAR/26/00050,19-04-2025,358000.0,18,>15 days,April 2025
PO/HAR/26/00027,G R INDUSTRIES,01-04-2025,PPR/HAR/26/00087,21-04-2025,0.0,20,>15 days,April 2025
PO/HAR/26/00028,C.KOTHARI & CO.,01-04-2025,PPR/HAR/26/00127,24-04-2025,12000.0,23,>15 days,April 2025
PO/HAR/26/00029,Wirecom India Pvt. Ltd,01-04-2025,PPR/HAR/26/00297,19-04-2025,38400.0,18,>15 days,April 2025
PO/HAR/26/00030,PLATINUM INDUSTRIES,01-04-2025,PPR/HAR/26/00209,30-04-2025,43700.0,29,>15 days,April 2025
PO/HAR/26/00031,R S ENTERPRISES,01-04-2025,PPR/HAR/26/00187,30-04-2025,43500.0,29,>15 days,April 2025
PO/HAR/26/00032,Ramaya Packaging,01-04-2025,PPR/HAR/26/00033,11-04-2025,0.0,10,≤15 days,April 2025
PO/HAR/26/00033,SRI MADHAV PACKERS,01-04-2025,PPR/HAR/26/00231,26-04-2025,179741.15,25,>15 days,April 2025
PO/HAR/26/00034,PW PRINTWAYS INDIA PRIVATE LIMITED,01-04-2025,PPR/HAR/26/00722,23-06-2025,54205.0,83,>15 days,June 2025
PO/HAR/26/00035,Kuloday Compu Forms,01-04-2025,PPR/HAR/26/00076,18-04-2025,0.0,17,>15 days,April 2025
PO/HAR/26/00036,Shiv Mahima Enterprises,01-04-2025,PPR/HAR/26/00168,30-04-2025,29600.0,29,>15 days,April 2025
PO/HAR/26/00037,Dev Packaging,01-04-2025,PPR/HAR/26/01195,31-08-2025,150.0,152,>15 days,August 2025
PO/HAR/26/00038,TOTAL POLY PRINT PRIVATE LIMITED,01-04-2025,PPR/HAR/26/00130,24-04-2025,8944.0,23,>15 days,April 2025
PO/HAR/26/00039,KANKAI ENTERPRISES,01-04-2025,PPR/HAR/26/00227,30-04-2025,0.0,29,>15 days,April 2025
PO/HAR/26/00040,VENUS COLOURANTS,01-04-2025,PPR/HAR/26/00153,14-04-2025,0.0,13,≤15 days,April 2025
PO/HAR/26/00041,VARAHI MATA ENTERPRISE,01-04-2025,PPR/HAR/26/00164,30-04-2025,0.0,29,>15 days,April 2025
PO/HAR/26/00042,RAJIV PLASTICS INDUSTRIES,01-04-2025,PPR/HAR/26/00074,17-04-2025,0.0,16,>15 days,April 2025
PO/HAR/26/00043,KHUSHAL FASTENERS,01-04-2025,PPR/HAR/26/00194,30-04-2025,0.0,29,>15 days,April 2025
PO/HAR/26/00044,Shree Ganesh Engineering Works,01-04-2025,PPR/HAR/26/00172,30-04-2025,470.0,29,>15 days,April 2025
PO/HAR/26/00045,JAI AMBE ENTERPRISE,01-04-2025,PPR/HAR/26/00190,30-04-2025,6000.0,29,>15 days,April 2025
PO/HAR/26/00046,ARCHANA ENTERPRISES,01-04-2025,PPR/HAR/26/00204,25-04-2025,0.0,24,>15 days,April 2025
PO/HAR/26/00047,GLOBAL STAR COMPONENTS PRIVATE LIMITED,01-04-2025,PPR/HAR/26/00065,15-04-2025,0.0,14,≤15 days,April 2025
PO/HAR/26/00048,ANSHIKA ENTERPRISES,01-04-2025,PPR/HAR/26/00008,12-04-2025,0.0,11,≤15 days,April 2025
PO/HAR/26/00049,ANMOL CORRUPACK PVT LTD,01-04-2025,PPR/HAR/26/00084,11-04-2025,8.0,10,≤15 days,April 2025
PO/HAR/26/00050,RIYANSH PACKAGING,01-04-2025,PPR/HAR/26/00089,09-04-2025,10.0,8,≤15 days,April 2025
PO/HAR/26/00051,SBGI,01-04-2025,PPR/HAR/26/00176,30-04-2025,1031.0,29,>15 days,April 2025
PO/HAR/26/00052,SWAROOP CERAMIC,01-04-2025,PPR/HAR/26/00191,19-04-2025,40.0,18,>15 days,April 2025
PO/HAR/26/00053,Drishti metals co.-HD,01-04-2025,NAN,No Receipt,100000.0,,No Receipt,No Receipt
PO/HAR/26/00054,Swastik Enterprises,01-04-2025,PPR/HAR/26/00230,30-04-2025,20400.0,29,>15 days,April 2025
PO/HAR/26/00055,URVI PLASTIC INDUSTRIES - HD,01-04-2025,PPR/HAR/26/00042,05-04-2025,0.0,4,≤15 days,April 2025
PO/HAR/26/00056,ELIXIR ENGG & ELECTRICAL INDUSTRIES,01-04-2025,NAN,No Receipt,2100.0,,No Receipt,No Receipt
PO/HAR/26/00057,NECTAR BRASS INDUSTRIES,01-04-2025,PPR/HAR/26/00053,19-04-2025,0.0,18,>15 days,April 2025
PO/HAR/26/00058,Venus Industries,01-04-2025,PPR/HAR/26/00159,30-04-2025,0.0,29,>15 days,April 2025
PO/HAR/26/00059,BNB ENTERPRISE,01-04-2025,PPR/HAR/26/00225,22-04-2025,500.0,21,>15 days,April 2025
PO/HAR/26/00060,Veda Excom Pvt Ltd,01-04-2025,PPR/HAR/26/00163,30-04-2025,200.0,29,>15 days,April 2025
PO/HAR/26/00061,K.R.Industries,01-04-2025,PPR/HAR/26/00069,16-04-2025,0.0,15,≤15 days,April 2025
PO/HAR/26/00062,MIREN ENTERPRISE,01-04-2025,PPR/HAR/26/00315,08-05-2025,4274.6,37,>15 days,May 2025
PO/HAR/26/00063,RAJESHREE INDUSTRIES,01-04-2025,PPR/HAR/26/00188,30-04-2025,0.0,29,>15 days,April 2025
PO/HAR/26/00064,Zenith Spray & Aerosols (P) Ltd,01-04-2025,PPR/HAR/26/00114,28-04-2025,0.0,27,>15 days,April 2025
PO/HAR/26/00066,CHAINA METALS,01-04-2025,PPR/HAR/26/01140,28-08-2025,70.0,149,>15 days,August 2025
PO/HAR/26/00067,AUTOTEK CABLES PVT.LTD.,01-04-2025,PPR/HAR/26/00151,26-04-2025,16.7,25,>15 days,April 2025
PO/HAR/26/00068,RIDDHI SIDDHI CORPORATION,22-04-2025,PPR/HAR/26/00384,23-05-2025,50.0,31,>15 days,May 2025
PO/HAR/26/00069,D.R.POLYMERS PVT.LTD.,01-05-2025,PPR/HAR/26/00373,24-05-2025,0.0,23,>15 days,May 2025
PO/HAR/26/00070,RUPAL PLASTICS PVT LTD,01-05-2025,PPR/HAR/26/00253,11-05-2025,0.0,10,≤15 days,May 2025
PO/HAR/26/00071,Veda Excom Pvt Ltd,22-04-2025,PPR/HAR/26/00178,30-04-2025,2500.0,8,≤15 days,April 2025
PO/HAR/26/00072,SIDDHISAI INDUSTRIES,22-04-2025,PPR/HAR/26/00208,24-04-2025,500.0,2,≤15 days,April 2025
PO/HAR/26/00073,R S ENTERPRISES,22-04-2025,PPR/HAR/26/00186,30-04-2025,1418.0,8,≤15 days,April 2025
PO/HAR/26/00074,ALFA PACKAGING,22-04-2025,PPR/HAR/26/00264,10-05-2025,0.0,18,>15 days,May 2025
PO/HAR/26/00075,KGK JET INDIA PRIVATE LIMITED,22-04-2025,PPR/HAR/26/00155,30-04-2025,0.0,8,≤15 days,April 2025
PO/HAR/26/00076,TTR Enterprises,22-04-2025,PPR/HAR/26/00098,24-04-2025,0.0,2,≤15 days,April 2025
PO/HAR/26/00077,SHREE BALAJI PRINTERS,22-04-2025,PPR/HAR/26/00196,21-04-2025,0.0,-1,No Receipt,April 2025
PO/HAR/26/00078,LALIT ENTERPRISES,22-04-2025,PPR/HAR/26/00171,30-04-2025,4000.0,8,≤15 days,April 2025
PO/HAR/26/00079,Wirecom India Pvt. Ltd,22-04-2025,NAN,No Receipt,500000.0,,No Receipt,No Receipt
PO/HAR/26/00080,SRI MADHAV PACKERS,22-04-2025,NAN,No Receipt,200.0,,No Receipt,No Receipt
PO/HAR/26/00081,Shiv Mahima Enterprises,22-04-2025,PPR/HAR/26/00142,24-04-2025,250.0,2,≤15 days,April 2025
PO/HAR/26/00082,D.S. Computer Graphics,22-04-2025,PPR/HAR/26/00143,28-04-2025,0.0,6,≤15 days,April 2025
PO/HAR/26/00083,PW PRINTWAYS INDIA PRIVATE LIMITED,22-04-2025,PPR/HAR/26/00222,25-04-2025,11260.0,3,≤15 days,April 2025
PO/HAR/26/00084,TOTAL POLY PRINT PRIVATE LIMITED,22-04-2025,PPR/HAR/26/00446,31-05-2025,0.0,39,>15 days,May 2025
PO/HAR/26/00085,RUPAL PLASTICS PVT LTD,22-04-2025,PPR/HAR/26/00192,23-04-2025,0.0,1,≤15 days,April 2025
PO/HAR/26/00086,KHUSHAL FASTENERS,22-04-2025,PPR/HAR/26/00195,30-04-2025,812.0,8,≤15 days,April 2025
PO/HAR/26/00087,HIMALAYA POLYPLAST INDUSTRY,22-04-2025,PPR/HAR/26/00104,26-04-2025,0.0,4,≤15 days,April 2025
PO/HAR/26/00088,SRI DURGE ENTERPRISES,22-04-2025,PPR/HAR/26/00144,29-04-2025,0.0,7,≤15 days,April 2025
PO/HAR/26/00089,J.N.ELECTRICALS,22-04-2025,PPR/HAR/26/00174,30-04-2025,0.0,8,≤15 days,April 2025
PO/HAR/26/00090,AUTOTEK CABLES PVT.LTD.,26-04-2025,PPR/HAR/26/00237,13-05-2025,0.0,17,>15 days,May 2025
PO/HAR/26/00091,J & K INDUSTRIES,14-04-2025,PPR/HAR/26/00133,26-04-2025,0.0,12,≤15 days,April 2025
PO/HAR/26/00092,SIDDHISAI INDUSTRIES,29-04-2025,NAN,No Receipt,1.0,,No Receipt,No Receipt
PO/HAR/26/00093,TOTAL POLY PRINT PRIVATE LIMITED,01-05-2025,PPR/HAR/26/00381,21-05-2025,0.0,20,>15 days,May 2025
PO/HAR/26/00094,RAMESH BRASS PRODUCTS,02-05-2025,PPR/HAR/26/00443,30-05-2025,0.0,28,>15 days,May 2025
PO/HAR/26/00095,MAHAVIR COMPUTER STATIONERY & XEROX,01-05-2025,PPR/HAR/26/00299,09-05-2025,0.0,8,≤15 days,May 2025
PO/HAR/26/00096,AUTOTEK CABLES PVT.LTD.,03-05-2025,PPR/HAR/26/00238,15-05-2025,1207.1999999999998,12,≤15 days,May 2025
PO/HAR/26/00097,D.R.POLYMERS PVT.LTD.,06-05-2025,PPR/HAR/26/00505,26-05-2025,0.0,20,>15 days,May 2025
PO/HAR/26/00098,D.R.POLYMERS PVT.LTD.,01-06-2025,PPR/HAR/26/00509,09-06-2025,0.0,8,≤15 days,June 2025
PO/HAR/26/00099,PW PRINTWAYS INDIA PRIVATE LIMITED,30-04-2025,PPR/HAR/26/00995,07-08-2025,15251.0,99,>15 days,August 2025
PO/HAR/26/00100,P.P.ASSEMBLING,30-04-2025,PPR/HAR/26/00233,29-04-2025,0.0,-1,No Receipt,April 2025
PO/HAR/26/00101,MIREN ENTERPRISE,30-04-2025,PPR/HAR/26/00203,25-04-2025,0.0,-5,No Receipt,April 2025
PO/HAR/26/00102,Kuloday Compu Forms,30-04-2025,PPR/HAR/26/00201,15-04-2025,0.0,-15,No Receipt,April 2025
PO/HAR/26/00103,SHREE BALAJI PRINTERS,30-04-2025,PPR/HAR/26/00198,21-04-2025,0.0,-9,No Receipt,April 2025
PO/HAR/26/00104,Shibura Machine India Private Limited,01-04-2025,PPR/HAR/26/01138,07-06-2025,0.0,67,>15 days,June 2025
PO/HAR/26/00105,P.P.ASSEMBLING,01-05-2025,PPR/HAR/26/00365,23-05-2025,200.0,22,>15 days,May 2025
PO/HAR/26/00106,SAI PRASAD ELECTRIC WORKS,01-05-2025,PPR/HAR/26/00356,20-05-2025,0.0,19,>15 days,May 2025
PO/HAR/26/00107,HITECH SCREWS & RIVETS,01-05-2025,PPR/HAR/26/00449,31-05-2025,100.0,30,>15 days,May 2025
PO/HAR/26/00108,RAJESHREE INDUSTRIES,01-05-2025,PPR/HAR/26/00528,12-06-2025,100.0,42,>15 days,June 2025
PO/HAR/26/00109,J.N.ELECTRICALS,01-05-2025,NAN,No Receipt,50.0,,No Receipt,No Receipt
PO/HAR/26/00110,ASHOK DIES WORKS,01-05-2025,PPR/HAR/26/00377,23-05-2025,0.0,22,>15 days,May 2025
PO/HAR/26/00111,SIDDHISAI INDUSTRIES,01-05-2025,PPR/HAR/26/00434,29-05-2025,4310.0,28,>15 days,May 2025
